chan_1ev__1,chan_1ev__2,chan_1ev__3,chan_1ev__4,chan_2ev__1,chan_2ev__2,chan_2ev__3,chan_2ev__4,chan_3ev__1,chan_3ev__2,chan_3ev__3,chan_3ev__4,chan_4ev__1,chan_4ev__2,chan_4ev__3,chan_4ev__4,chan_5ev__1,chan_5ev__2,chan_5ev__3,chan_5ev__4,chan_6ev__1,chan_6ev__2,chan_6ev__3,chan_6ev__4,chan_7ev__1,chan_7ev__2,chan_7ev__3,chan_7ev__4,chan_8ev__1,chan_8ev__2,chan_8ev__3,chan_8ev__4,chan_9ev__1,chan_9ev__2,chan_9ev__3,chan_9ev__4,chan_10ev__1,chan_10ev__2,chan_10ev__3,chan_10ev__4,chan_11ev__1,chan_11ev__2,chan_11ev__3,chan_11ev__4,chan_12ev__1,chan_12ev__2,chan_12ev__3,chan_12ev__4
-2.53730727894128,-5.57763516939904,2.38545918504583,-0.20937386050359,1.39477606594346,-7.84847760798711,8.18491797315319,4.28132524807605,-10.1578295396912,9.31014885719141,-3.14275921631862,1.68141005740373,-0.313266157410016,-7.35696524869622,1.82464192760585,4.14026127510886,-1.30547579758642,1.88365497277292,-2.18731058369627,0.264518154922253,-2.01992805135038,-3.25175443666933,3.48796914004664,4.12199329733142,3.12791122398336,-4.40961758112365,0.323678400607443,4.28760149801679,4.05598929852547,-1.39259217345862,0.388647007213033,0.872115421498982,-7.99812323825354,7.73270585434638,1.14611596701286,-0.147156357628832,-5.0586819949189,-2.13444078264601,2.09043757300756,2.5605709082364,8.30560435912759,2.2497198416309,2.3693167007657,3.89699147887212,1.08440120082369,-5.65597087196972,1.29465932092204,2.04833240672389
-2.11467718815189,-6.46932058320207,2.54857909782472,-0.209603706116994,0.733888849129326,-7.79255230449053,8.08083512075062,3.08108838891928,-10.5050207708763,9.02312160941049,-1.65969775490099,2.84160901377963,-1.1130114926939,-7.66778172991862,1.72202989789124,3.64273094558836,-1.26493650006062,1.91728502782477,-2.06225443722149,0.639002598709509,-2.15910562373081,-3.46690895073728,3.77616551927433,4.10099528350341,2.60878798129614,-4.46704352337419,0.493077915993479,4.50271827630749,4.0926363923907,-1.39957861282942,0.405800871470751,1.22334761463795,-8.65980723492571,7.01359118245065,2.5684927188352,0.0312850104593216,-5.0322451176844,-2.41711025612495,2.42650716614238,3.57654506764529,8.45137061813682,2.42711730611809,1.83135103026685,3.28984564295581,1.38922895529473,-5.54457407844447,1.41383546758974,1.6968585715744
-1.68755952642363,-7.345907284461,2.69813336193991,-0.216705786063853,0.0687062024189199,-7.71634263421666,7.94584643634369,1.867017793552,-10.8124994741133,8.71264699437652,-0.161722821963737,3.99759618051317,-1.90800296480901,-7.95074871630822,1.61405214309234,3.12231395230805,-1.21798647092779,1.94630605048093,-1.927793461511,1.01292323662222,-2.29192169641583,-3.67002256644615,4.05349618961988,4.06350140081762,2.0791040482262,-4.50828245018223,0.664900520392295,4.70462549356599,4.11357437968061,-1.40225069593571,0.423408750756206,1.57248618639362,-9.29499596034501,6.26935720675278,3.99111669171548,0.213437521778114,-4.98403003651811,-2.68583649481659,2.75961451432902,4.58739564186265,8.5637537970034,2.59753451303846,1.28518091659951,2.66525686762587,1.69462967949624,-5.41572243423964,1.52581784630101,1.336730700476
-1.25713024847407,-8.20398902217569,2.83312132370295,-0.230783155321805,-0.597900071206961,-7.62022989429551,7.77963767387983,0.643640070388542,-11.0789012096682,8.38010506341035,1.34576664471407,5.14510100468306,-2.69481512964333,-8.20427755675519,1.5007461417757,2.5806704154066,-1.16486201226633,1.97058358069066,-1.78416604307707,1.38475717676475,-2.4176428572084,-3.86024363828266,4.31860731483669,4.009569853339,1.54101751270419,-4.53299111354062,0.838550223229141,4.89220651766652,4.1186348661046,-1.40057028963797,0.44152026405773,1.91799811590785,-9.9010185361506,5.50278693746658,5.40856122243261,0.399261983732681,-4.91398595914943,-2.93939012918497,3.0888784140016,5.58917426317633,8.64185339605365,2.76020057581002,0.732611500051152,2.0253374592226,1.99957382762012,-5.26969632995941,1.62989590800938,0.969207665255679
-0.824559122184865,-9.04020175012892,2.95261111978636,-0.25188235034308,-1.26304235701302,-7.50463726553854,7.58201610256224,-0.584477911280456,-11.3030323257429,8.02692304480613,2.8573065749711,6.27987114330373,-3.47005368298552,-8.42688956337814,1.38215865664104,2.01957877833658,-1.10583327743242,1.98999174655812,-1.63165139000608,1.75298322420314,-2.53555517830848,-4.03676799619319,4.57017922862628,3.93932913119008,0.996724922902904,-4.54088935668991,1.01340730028922,5.06438433556011,4.10771529238987,-1.39451235818615,0.460176571467513,2.25835311039556,-10.4752987814358,4.71674723737548,6.81538508929173,0.58869949192719,-4.82216270192635,-3.17662165272023,3.41341527161166,6.57793830521516,8.68491070856821,2.91436641110009,0.175473061006541,1.37227798691832,2.30301369711887,-5.10683135975346,1.72539542275287,0.595585450202168
-0.391006492803617,-9.85123735865014,3.05574533549602,-0.279992997697652,-1.92383007739953,-7.3700271729095,7.35291461232644,-1.8127475122769,-11.4838759728502,7.65456788122281,4.36738865399274,7.3976895825231,-4.2303710239875,-8.6172241175458,1.25834694813296,1.44093025299949,-1.04120300360126,2.00441352811563,-1.47056960940266,2.11608855983404,-2.64496803801173,-4.19884245648874,4.80693292062906,3.85297780535368,0.448451725067752,-4.53176191747157,1.18883028717202,5.22012714556742,4.08077973865616,-1.3840651019053,0.479409600051404,2.59203062389335,-11.0153666198387,3.91417705168961,8.20615476923762,0.781669242568616,-4.7087116701433,-3.39646740961898,3.73234092002903,7.54976720196765,8.6923138427427,3.05930827947866,-0.384385437785563,0.708339489733259,2.60388711302432,-4.92751772862378,1.81168235632842,0.217192237813712
0.0423798160881342,-10.6338572740911,3.14174632614475,-0.315047785112048,-2.57738260462759,-7.21689863120854,7.09239531856172,-3.03657690183975,-11.620597327835,7.26453874785857,5.87048148023905,8.49439163877419,-4.97248164584399,-8.77404632416921,1.12938002193602,0.846722669023002,-0.971305060319622,2.01374101822607,-1.30128160575689,2.47257541070999,-2.74521788813565,-4.34576813150508,5.02763641451918,3.7507840042994,-0.101557449112906,-4.50545996927441,1.36415812431073,5.35845383851587,4.03785943246837,-1.36923005781736,0.4992413266506,2.9175268900904,-11.5188691183186,3.09807535096792,9.57546679665039,0.978066421433225,-4.57388635091261,-3.59795514915215,4.04477248004992,8.50077878572379,8.66360210956732,3.19433125758009,-0.945102865769247,0.0358453287607871,2.90112124307587,-4.73219948266508,1.8881665673328,-0.164616668932685
0.474467456243227,-11.3849058673709,3.20992117051558,-0.35692279461341,-3.22084217829689,-7.04578459377256,6.80065263700847,-4.25138964153985,-11.7125479982612,6.85835959411335,7.36105190767099,9.56588176688442,-5.69317727958563,-8.89625417271237,0.995339900197368,0.239053745519793,-0.896502820627657,2.01787568181005,-1.12418879534102,2.82096768051826,-2.83567194720866,-4.47690352300768,5.23111100641489,3.63308457344727,-0.651048600865718,-4.46190239052354,1.5387124475174,5.47843933993281,3.97905295656105,-1.35002216198086,0.519683123655185,3.23336193578005,-11.9835811062674,2.27148884100546,10.9179701261378,1.17776018700019,-4.41804231047986,-3.78020911539331,4.34983026672782,9.42714557236727,8.59846974965275,3.31877262472786,-1.5048124709793,-0.642827284744282,3.19363652951512,-4.52137356265602,1.95430530405999,-0.54846406688002
0.90414235557027,-12.1013236134774,3.25966622704408,-0.405438195280856,-3.85138676825727,-6.85724932140558,6.47801580194147,-5.45264319313472,-11.7592695817328,6.43757175086593,8.83358648530772,10.6081501009601,-6.38934171779298,-8.9828851652882,0.856322905778961,-0.379886193358446,-0.817187362320556,2.01672861451913,-0.939732632532763,3.15981750896345,-2.91573179956257,-4.59166738525152,5.41623733215827,3.50028392000544,-1.1977682430607,-4.40107675482593,1.71180001716391,5.57921978576598,3.9045261536457,-1.326469773434,0.540735173478828,3.53808654129363,-12.4074153251629,1.43749949458701,12.2283884010626,1.38059176512868,-4.24163669031756,-3.94245464327622,4.64663973998942,10.3251109222621,8.49676897499928,3.43200514719941,-2.06164843332089,-1.32525605312819,3.48035072263519,-4.29558868197991,2.00960648164103,-0.932956193905906
1.33031135976011,-12.7801599446073,3.29047126515833,-0.460359290914422,-4.46624282367838,-6.65188578804739,6.12495080310818,-6.63584726911587,-11.7604963587177,6.00372664466404,10.2826129064543,11.6172886550348,-7.05796524631521,-9.03312237434165,0.712440948361268,-1.00782203484241,-0.733775507899505,2.01022080188388,-0.748393944795457,3.48771172901194,-2.98483688067931,-4.68954134459187,5.58196123251951,3.35285254723547,-1.73947329354483,-4.32304003509541,1.88271527827148,5.65999750450064,3.81451172714931,-1.29861465972847,0.562385957113566,3.83028911426636,-12.788432060773,0.599211960745976,13.5015420294224,1.58637267232001,-4.04522719882074,-4.08402223441616,4.93433349871337,11.1910050051256,8.35851230481759,3.53344024361695,-2.61375239990083,-2.00898261416268,3.76018300046411,-4.05544403042174,2.05363172081486,-1.31668816875554
