,block,cond,duration,end,endloc,event,loc1end,loc1start,loc1x,loc1y,loc2end,loc2start,loc2x,loc2y,loc3end,loc3start,loc3x,loc3y,objonset,recog loc,same/diff,start,startloc,sub,trialend,trialnum,xend,xstart,yend,ystart
19,1,1.0,150,4699.844,,EFIX,,225.78124368512104,640.0,500.0,,437.40961352032497,310.0,645.0,,213.60189605900038,349.0,287.0,2062.156,1.0,-1.0,4551.844,screen,ec105,,1,,562.6,,287.9
20,1,1.0,68,4767.844,loc3end,ESACC,408.32889929565357,220.0448363402332,640.0,500.0,340.26385350195517,435.6073116925381,310.0,645.0,70.89351169183257,217.27477994465906,349.0,287.0,2062.156,1.0,-1.0,4701.844,screen,ec105,,1,280.7,566.2,306.0,292.7
21,1,1.0,30,4797.844,,blink,,408.83053946592594,640.0,500.0,,340.78792525557594,310.0,645.0,,71.05075650547292,349.0,287.0,2062.156,1.0,-1.0,4769.844,loc3start,ec105,,1,,280.4,,305.5
23,1,1.0,250,5047.844,offscreen,ESACC,5431.482302281763,419.653726303008,640.0,500.0,5305.056550122722,345.5115772300546,310.0,645.0,5074.387647785691,80.27608610289865,349.0,287.0,2062.156,1.0,-1.0,4799.844,loc3start,ec105,,1,-3270.0,270.1,-3270.0,301.8
24,1,2.0,36,274.385,screen,ESACC,201.3403585970781,597.5386933078058,1553.0,521.0,252.69337149992674,247.7024222731784,1162.0,651.0,264.0726036528591,393.9620413187037,1245.0,247.0,2033.615,1.0,1.0,240.385,screen,ec105,,2,1354.5,955.5,487.3,514.2
25,1,2.0,110,384.385,,EFIX,,166.64099135566863,1553.0,521.0,,277.86043259161596,1162.0,651.0,,283.2878747846437,1245.0,247.0,2033.615,1.0,1.0,276.385,loc1start,ec105,,2,,1389.1,,490.9
26,1,2.0,22,406.385,loc1end,ESACC,43.58726878344181,161.8026266783083,1553.0,521.0,403.8965832982497,279.8286797310097,1162.0,651.0,370.5771849426243,288.0320989056602,1245.0,247.0,2033.615,1.0,1.0,386.385,loc1start,ec105,,2,1529.8,1393.5,484.1,493.8
27,1,2.0,1002,1408.385,,EFIX,,18.638669480410904,1553.0,521.0,,419.4076775644433,1162.0,651.0,,401.0408956702546,1245.0,247.0,2033.615,1.0,1.0,408.385,loc1start,ec105,,2,,1554.2,,502.4
29,1,2.0,836,2244.385,loc1end,ESACC,89.62527545285425,65.03575939435162,1553.0,521.0,486.68027492389706,468.9704148451157,1162.0,651.0,411.0974215438477,416.11927376654876,1245.0,247.0,2033.615,1.0,1.0,1410.385,loc1start,ec105,,2,1604.0,1595.3,447.3,471.6
30,1,2.0,1288,3532.385,,EFIX,,13.688316185711145,1553.0,521.0,,414.5204096302136,1162.0,651.0,,425.0888965851732,1245.0,247.0,2033.615,1.0,1.0,2246.385,loc1start,ec105,,2,,1559.4,,533.1
31,1,2.0,12,3544.385,loc1end,ESACC,25.684625751604756,55.881481726954995,1553.0,521.0,410.96630032157134,402.41861288961275,1162.0,651.0,433.7345962682709,454.26681586926424,1245.0,247.0,2033.615,1.0,1.0,3534.385,loc1start,ec105,,2,1559.3,1557.5,545.9,576.7
32,1,2.0,1500,5044.385,,EFIX,,21.797476918212407,1553.0,521.0,,390.7949974091275,1162.0,651.0,,406.24319071216445,1245.0,247.0,2033.615,1.0,1.0,3546.385,loc1start,ec105,,2,,1534.3,,532.2
33,1,2.0,28,276.78700000000003,loc1end,ESACC,73.08583994181085,268.8808100255576,1159.0,693.0,358.58268223660775,191.76519496509263,772.0,618.0,321.79611557630716,229.1529838339445,1030.0,320.0,2047.213,1.0,1.0,250.78700000000003,screen,ec105,,3,1130.5,943.5,625.7,532.2
34,1,2.0,1906,2182.7870000000003,,EFIX,,36.97485632155991,1159.0,693.0,,375.888201464212,772.0,618.0,,357.7271865542232,1030.0,320.0,2047.213,1.0,1.0,278.78700000000003,loc1start,ec105,,3,,1145.7,,658.5
36,1,2.0,214,2396.7870000000003,loc1end,ESACC,87.12209823001278,68.28953067637822,1159.0,693.0,456.79564358693267,356.77087885644477,772.0,618.0,480.32974090722297,327.08387303564814,1030.0,320.0,2047.213,1.0,1.0,2184.7870000000003,loc1start,ec105,,3,1203.5,1128.5,767.9,631.9
37,1,2.0,2650,5046.787,,EFIX,,23.214219780126157,1159.0,693.0,,378.22387550232725,772.0,618.0,,372.26724271684185,1030.0,320.0,2047.213,1.0,1.0,2398.7870000000003,loc1start,ec105,,3,,1146.1,,673.7
38,1,2.0,38,264.21399999999994,loc1end,ESACC,29.40544167326856,423.3886394319054,1356.0,419.0,503.89411586165596,232.42362186318326,997.0,731.0,483.65450478621614,243.89739646006885,906.0,264.0,2033.786,1.0,1.0,228.21399999999994,screen,ec105,,4,1371.8,941.5,394.2,505.3
39,1,2.0,4782,5046.214,,EFIX,,3.7656340767525887,1356.0,419.0,,477.97382773536884,997.0,731.0,,479.67299277737123,906.0,264.0,2033.786,1.0,1.0,266.21399999999994,loc1start,ec105,,4,,1359.7,,419.7
40,1,2.0,16,261.1779999999999,loc1end,ESACC,72.80109889280519,114.47838223874406,954.0,652.0,170.0823330037544,142.03696701915317,798.0,466.0,219.14607000811125,251.7016090532597,715.0,694.0,2034.8220000000001,2.0,1.0,247.17799999999988,loc1start,ec105,,5,910.0,916.9,594.0,543.7
41,1,2.0,1642,1903.1779999999999,,EFIX,,49.962586001927505,954.0,652.0,,198.39117923940066,798.0,466.0,,204.03298752897774,715.0,694.0,2034.8220000000001,2.0,1.0,263.1779999999999,loc1start,ec105,,5,,908.9,,630.5
43,1,2.0,246,2149.178,loc1end,ESACC,81.75304275682953,62.974915641070886,954.0,652.0,322.72644763018724,188.584835021271,798.0,466.0,276.7868493985941,193.19016538116017,715.0,694.0,2034.8220000000001,2.0,1.0,1905.1779999999999,loc1start,ec105,,5,990.0,896.2,725.4,627.0
44,1,2.0,2894,5043.178,,EFIX,,27.37243138634194,954.0,652.0,,215.45034230652783,798.0,466.0,,228.61157013589667,715.0,694.0,2034.8220000000001,2.0,1.0,2151.178,loc1start,ec105,,5,,935.1,,632.2
45,1,1.0,30,236.33799999999997,loc2end,ESACC,443.44006359371724,601.603897926202,347.0,396.0,31.658963975468303,243.80166119204355,813.0,308.0,453.7290931822644,367.15970639491474,656.0,756.0,2033.662,1.0,2.0,208.33799999999997,screen,ec105,,6,784.0,936.0,320.7,518.5
46,1,1.0,3334,3570.3379999999997,,EFIX,,447.80001116569883,347.0,396.0,,30.835855752678587,813.0,308.0,,475.7159341455781,656.0,756.0,2033.662,1.0,2.0,238.33799999999997,loc2start,ec105,,6,,783.9,,297.8
47,1,1.0,58,3628.3379999999997,loc1end,ESACC,15.439235732379998,428.72597308770554,347.0,396.0,470.53455771069565,57.02245171859939,813.0,308.0,485.5178369534944,482.9523371928124,656.0,756.0,2033.662,1.0,2.0,3572.3379999999997,loc2start,ec105,,6,348.1,761.0,380.6,284.6
48,1,1.0,422,4050.3379999999997,,EFIX,,42.56500910372276,347.0,396.0,,513.2159194724965,813.0,308.0,,509.73736374725365,656.0,756.0,2033.662,1.0,2.0,3630.3379999999997,loc1start,ec105,,6,,305.7,,385.7
49,1,1.0,38,4088.3379999999997,loc2end,ESACC,444.38299922476784,48.680591615139605,347.0,396.0,32.86715685908959,518.19783866782,813.0,308.0,472.34018461274286,515.772430438076,656.0,756.0,2033.662,1.0,2.0,4052.3379999999997,loc1start,ec105,,6,781.0,300.2,300.5,382.6
50,1,1.0,958,5046.338,,EFIX,,446.3666766236028,347.0,396.0,,37.347155179477845,813.0,308.0,,482.7309913398973,656.0,756.0,2033.662,1.0,2.0,4090.3379999999997,loc2start,ec105,,6,,780.5,,289.6
51,1,2.0,44,265.6679999999999,loc1end,ESACC,67.69239248246437,572.0969236064813,1488.0,647.0,535.1783441059624,261.9654366514789,990.0,762.0,468.32580539620056,310.82549766709934,1139.0,273.0,2032.332,3.0,2.0,223.6679999999999,screen,ec105,,7,1493.1,933.5,579.5,506.2
52,1,2.0,1394,1659.668,,EFIX,,32.11790777743779,1488.0,647.0,,538.102741119203,990.0,762.0,,510.45211332699955,1139.0,273.0,2032.332,3.0,2.0,267.6679999999999,loc1start,ec105,,7,,1510.0,,623.6
53,1,2.0,48,1707.668,loc2end,ESACC,491.8511156844112,3.5341194094144996,1488.0,647.0,19.465867563507135,511.8588574988226,990.0,762.0,504.3361180799963,514.9078461239449,1139.0,273.0,2032.332,3.0,2.0,1661.668,loc1start,ec105,,7,1009.4,1489.5,760.4,650.2
54,1,2.0,382,2089.6679999999997,,EFIX,,522.6567898726659,1488.0,647.0,,11.89621788637045,990.0,762.0,,519.5223960523742,1139.0,273.0,2032.332,3.0,2.0,1709.668,loc2start,ec105,,7,,979.4,,767.4
55,1,2.0,42,2131.6679999999997,loc1end,ESACC,44.58127409574558,518.8092616752326,1488.0,647.0,518.0979540588826,11.20044641967458,990.0,762.0,476.48514142625686,522.1138285853,1139.0,273.0,2032.332,3.0,2.0,2091.6679999999997,loc2start,ec105,,7,1483.0,984.4,602.7,771.7
56,1,2.0,2390,4521.668,,EFIX,,38.28315556481719,1488.0,647.0,,549.3634498217004,990.0,762.0,,532.9181925961994,1139.0,273.0,2032.332,3.0,2.0,2133.6679999999997,loc1start,ec105,,7,,1525.6,,639.8
57,1,2.0,48,4569.668,loc2end,ESACC,483.70199503413266,33.28453094156501,1488.0,647.0,54.45383365751204,514.2585536478708,990.0,762.0,538.2393705406545,541.5506070534867,1139.0,273.0,2032.332,3.0,2.0,4523.668,loc1start,ec105,,7,1029.1,1497.5,799.9,678.9
58,1,2.0,436,5005.668,,EFIX,,519.3761835124903,1488.0,647.0,,51.43947900202725,990.0,762.0,,558.7357335986306,1139.0,273.0,2032.332,3.0,2.0,4571.668,loc2start,ec105,,7,,995.9,,813.1
59,1,2.0,42,5047.668,screen,ESACC,283.79855531697115,517.3011695327973,1488.0,647.0,235.00217020274525,30.946728421595694,990.0,762.0,399.3745359934707,540.364043955554,1139.0,273.0,2032.332,3.0,2.0,5007.668,loc2start,ec105,,7,1204.9,991.7,666.9,792.9
60,1,2.0,28,233.20200000000023,loc1end,ESACC,80.80426968916923,273.0897471528362,1131.0,720.0,406.12427900828584,617.2791993903569,1473.0,838.0,326.0925175467846,463.17880996435923,1404.0,483.0,2036.7979999999998,1.0,3.0,207.20200000000023,screen,ec105,,8,1118.3,942.5,640.2,522.4
61,1,2.0,166,399.2020000000002,,EFIX,,59.576925063316274,1131.0,720.0,,369.16799698782125,1473.0,838.0,,312.8897729233092,1404.0,483.0,2036.7979999999998,1.0,3.0,235.20200000000023,loc1start,ec105,,8,,1148.0,,662.9
62,1,2.0,16,415.2020000000002,loc1end,ESACC,23.380547470065835,44.28476035838965,1131.0,720.0,382.90867057302324,370.7262332233855,1473.0,838.0,381.16459699190324,327.88464434919797,1404.0,483.0,2036.7979999999998,1.0,3.0,401.2020000000002,loc1start,ec105,,8,1107.8,1139.3,722.9,676.5
63,1,2.0,576,991.2020000000002,,EFIX,,11.036756769993618,1131.0,720.0,,371.9158641413404,1473.0,838.0,,370.4759236441688,1404.0,483.0,2036.7979999999998,1.0,3.0,417.2020000000002,loc1start,ec105,,8,,1120.0,,720.9
64,1,2.0,40,1031.2020000000002,loc3end,ESACC,354.1200926239572,47.5,1131.0,720.0,378.89027435393484,379.9397978627667,1473.0,838.0,25.45270123189286,332.3240135771112,1404.0,483.0,2036.7979999999998,1.0,3.0,993.2020000000002,loc1start,ec105,,8,1382.0,1131.0,470.2,672.5
65,1,2.0,390,1421.2020000000002,,EFIX,,380.05012827257406,1131.0,720.0,,388.4591355599711,1473.0,838.0,,27.300183149568806,1404.0,483.0,2036.7979999999998,1.0,3.0,1033.2020000000002,loc3start,ec105,,8,,1404.1,,455.7
66,1,2.0,46,1467.2020000000002,loc2end,ESACC,364.3691809140835,377.5198140495409,1131.0,720.0,29.395577898724827,374.9784127119853,1473.0,838.0,337.3000148235989,17.047287174210403,1404.0,483.0,2036.7979999999998,1.0,3.0,1423.2020000000002,loc3start,ec105,,8,1483.9,1412.1,810.7,468.0
67,1,2.0,428,1895.2020000000002,,EFIX,,395.77703318914297,1131.0,720.0,,39.56083922264542,1473.0,838.0,,362.21962950674003,1404.0,483.0,2036.7979999999998,1.0,3.0,1469.2020000000002,loc2start,ec105,,8,,1511.5,,828.9
68,1,2.0,42,1937.2020000000002,loc1end,ESACC,21.079373804741017,397.1511173344474,1131.0,720.0,348.6447188758206,35.67365975057787,1473.0,838.0,369.30358785151276,376.5469559032445,1404.0,483.0,2036.7979999999998,1.0,3.0,1897.2020000000002,loc2start,ec105,,8,1138.5,1508.0,739.7,844.9
69,1,2.0,1650,3587.202,,EFIX,,23.27681249655973,1131.0,720.0,,383.15820492324053,1473.0,838.0,,364.6713726082705,1404.0,483.0,2036.7979999999998,1.0,3.0,1939.2020000000002,loc1start,ec105,,8,,1114.0,,704.1
70,1,2.0,36,3623.202,loc3end,ESACC,332.61764835919325,51.80965161048658,1131.0,720.0,383.592622452518,382.72841545931755,1473.0,838.0,50.83404371088344,330.718974357384,1404.0,483.0,2036.7979999999998,1.0,3.0,3589.202,loc1start,ec105,,8,1354.1,1130.0,473.3,668.2
71,1,2.0,660,4283.202,,EFIX,,367.19831154295895,1131.0,720.0,,362.7828551626992,1473.0,838.0,,6.016643582596441,1404.0,483.0,2036.7979999999998,1.0,3.0,3625.202,loc3start,ec105,,8,,1409.6,,480.8
72,1,2.0,42,4325.202,loc2end,ESACC,353.51562907458555,360.7639117206708,1131.0,720.0,62.70326945223824,340.17789463749705,1473.0,838.0,302.43098386243435,24.120530674095814,1404.0,483.0,2036.7979999999998,1.0,3.0,4285.202,loc3start,ec105,,8,1480.1,1418.6,775.7,502.2
73,1,2.0,334,4659.202,,EFIX,,377.65922469866933,1131.0,720.0,,25.684431081883083,1473.0,838.0,,352.2446450976934,1404.0,483.0,2036.7979999999998,1.0,3.0,4327.202,loc2start,ec105,,8,,1494.2,,823.5
74,1,2.0,36,4695.202,loc1end,ESACC,45.510877820582586,374.2245849753861,1131.0,720.0,316.41750899721086,12.83900307656318,1473.0,838.0,344.20697261967257,365.276936036208,1404.0,483.0,2036.7979999999998,1.0,3.0,4661.202,loc2start,ec105,,8,1172.8,1485.8,738.0,839.0
75,1,2.0,348,5043.202,,EFIX,,15.427572718998906,1131.0,720.0,,361.0340842635221,1473.0,838.0,,374.40968203293033,1404.0,483.0,2036.7979999999998,1.0,3.0,4697.202,loc1start,ec105,,8,,1127.0,,734.9
77,1,2.0,60,1480.933,,EFIX,,1804.9423536501104,343.0,385.0,,2341.258400945953,890.0,331.0,,2224.5060800096726,663.0,832.0,2033.067,3.0,2.0,1422.933,offscreen,ec105,,9,,-1440.7,,108.9
78,1,2.0,510,1990.933,offscreen,ESACC,1706.7902624517167,1819.439787407102,343.0,385.0,2248.1516852739273,2355.5312649166854,890.0,331.0,2111.095450234309,2239.377132150813,663.0,832.0,2033.067,3.0,2.0,1482.933,offscreen,ec105,,9,-1355.0,-1454.5,212.0,103.3
79,1,2.0,46,2036.933,,blink,,1798.1262052481188,343.0,385.0,,2339.3539385907384,890.0,331.0,,2200.866068164985,663.0,832.0,2033.067,3.0,2.0,1992.933,offscreen,ec105,,9,,-1445.8,,202.1
81,1,2.0,642,2678.933,loc3end,ESACC,513.050972126552,1887.4639599208244,343.0,385.0,562.1719487843555,2426.0671878577477,890.0,331.0,50.383529054642466,2298.0139251101155,663.0,832.0,2033.067,3.0,2.0,2038.933,offscreen,ec105,,9,613.9,-1528.6,820.7,140.8
82,1,2.0,26,2704.933,,EFIX,,514.3753979342325,343.0,385.0,,560.9483487808837,890.0,331.0,,47.950495305053956,663.0,832.0,2033.067,3.0,2.0,2680.933,loc3start,ec105,,9,,616.4,,820.7
83,1,2.0,38,2742.933,loc1end,ESACC,107.98541568193363,491.68967855752277,343.0,385.0,624.7631951387662,557.5807923521039,890.0,331.0,656.2957031704534,70.58285910899329,663.0,832.0,2033.067,3.0,2.0,2706.933,loc3start,ec105,,9,265.6,597.5,309.7,805.7
84,1,2.0,2302,5044.933,,EFIX,,110.67922117543114,343.0,385.0,,653.1539558174627,890.0,331.0,,641.2689685303664,663.0,832.0,2033.067,3.0,2.0,2744.933,loc1start,ec105,,9,,237.2,,352.5
86,1,1.0,190,247.76400000000012,loc2end,ESACC,502.6659328022937,395.42762928252745,1273.0,343.0,37.4144357167123,140.689765086164,912.0,706.0,538.5159607662525,529.5109158459342,1407.0,837.0,2048.236,1.0,2.0,59.764000000000124,loc2start,ec105,,10,894.0,949.5,673.2,570.4
87,1,1.0,96,343.7640000000001,,EFIX,,419.87086109898127,1273.0,343.0,,115.86690640558243,912.0,706.0,,531.3013645756992,1407.0,837.0,2048.236,1.0,2.0,249.76400000000012,loc2start,ec105,,10,,935.3,,592.5
88,1,1.0,24,367.7640000000001,loc2end,ESACC,490.10431542682824,402.3241106371827,1273.0,343.0,27.324714088165685,137.60991970057967,912.0,706.0,515.6051202228309,535.3588422731056,1407.0,837.0,2048.236,1.0,2.0,345.7640000000001,loc2start,ec105,,10,916.2,942.0,679.0,571.7
89,1,1.0,842,1209.7640000000001,,EFIX,,488.08249302756184,1273.0,343.0,,30.811036983522666,912.0,706.0,,517.2895900750372,1407.0,837.0,2048.236,1.0,2.0,369.7640000000001,loc2start,ec105,,10,,915.6,,675.4
90,1,1.0,58,1267.7640000000001,loc1end,ESACC,36.318865621051636,463.39366633565464,1273.0,343.0,483.21450723255396,60.311607506349844,912.0,706.0,517.2023395152037,520.0673898640445,1407.0,837.0,2048.236,1.0,2.0,1211.7640000000001,loc2start,ec105,,10,1237.1,923.0,348.5,646.7
91,1,1.0,434,1701.7640000000001,,EFIX,,11.720068259186963,1273.0,343.0,,510.41410638813653,912.0,706.0,,521.1185661632102,1407.0,837.0,2048.236,1.0,2.0,1269.7640000000001,loc1start,ec105,,10,,1263.6,,336.0
92,1,1.0,18,1719.7640000000001,loc1end,ESACC,79.72954283074759,24.100000000000023,1273.0,343.0,443.5461644519091,495.1506942335838,912.0,706.0,516.0403085031246,488.63279668888373,1407.0,837.0,2048.236,1.0,2.0,1703.7640000000001,loc1start,ec105,,10,1196.6,1273.0,365.8,367.1
93,1,1.0,80,1799.7640000000001,,EFIX,,106.81357591617275,1273.0,343.0,,430.3532734858653,912.0,706.0,,534.0182955667343,1407.0,837.0,2048.236,1.0,2.0,1721.7640000000001,loc1start,ec105,,10,,1167.5,,359.7
94,1,1.0,46,1845.7640000000001,loc3end,ESACC,509.7166369660696,91.51535390304734,1273.0,343.0,542.1420939200349,438.15460741614936,912.0,706.0,36.42320688791684,524.8640395378598,1407.0,837.0,2048.236,1.0,2.0,1801.7640000000001,loc1start,ec105,,10,1441.1,1183.5,824.2,362.1
95,1,1.0,436,2281.764,,EFIX,,524.8884833943301,1273.0,343.0,,562.2699707435921,912.0,706.0,,52.70977139013212,1407.0,837.0,2048.236,1.0,2.0,1847.7640000000001,loc3start,ec105,,10,,1459.6,,833.6
96,1,1.0,44,2325.764,loc2end,ESACC,522.3049875312316,504.74779841025554,1273.0,343.0,25.347583711273153,561.1166901812848,912.0,706.0,537.1987527908084,62.224914624288516,1407.0,837.0,2048.236,1.0,2.0,2283.764,loc3start,ec105,,10,888.5,1463.3,696.5,810.5
97,1,1.0,1238,3563.764,,EFIX,,503.82727198912124,1273.0,343.0,,22.323082224459984,912.0,706.0,,525.9234925347982,1407.0,837.0,2048.236,1.0,2.0,2327.764,loc2start,ec105,,10,,903.4,,685.4
98,1,1.0,54,3617.764,loc1end,ESACC,80.32745483332582,499.36850120927727,1273.0,343.0,450.0249993055941,13.375350462698204,912.0,706.0,439.295458660797,509.7961357248601,1407.0,837.0,2048.236,1.0,2.0,3565.764,loc2start,ec105,,10,1261.5,917.7,422.5,693.9
99,1,1.0,432,4049.764,,EFIX,,32.33960420289649,1273.0,343.0,,488.3962018689335,912.0,706.0,,481.20084164514924,1407.0,837.0,2048.236,1.0,2.0,3619.764,loc1start,ec105,,10,,1271.4,,375.3
100,1,1.0,54,4103.764,loc3end,ESACC,483.58314693545725,17.848809484108433,1273.0,343.0,536.5868615611083,504.80984538734975,912.0,706.0,52.81533868110671,494.0876238077615,1407.0,837.0,2048.236,1.0,2.0,4051.764,loc1start,ec105,,10,1440.9,1279.3,796.5,359.7
101,1,1.0,328,4431.764,,EFIX,,519.6071785493344,1273.0,343.0,,558.7829811295256,912.0,706.0,,50.75056649930118,1407.0,837.0,2048.236,1.0,2.0,4105.764,loc3start,ec105,,10,,1457.1,,828.9
102,1,1.0,38,4469.764,loc1end,ESACC,109.84325195477416,521.315585801921,1273.0,343.0,403.1778019683128,556.8722833828238,912.0,706.0,479.9499348890465,47.794769588313734,1407.0,837.0,2048.236,1.0,2.0,4433.764,loc3start,ec105,,10,1186.5,1454.5,410.7,831.7
103,1,1.0,136,4605.764,,EFIX,,141.51413356976045,1273.0,343.0,,390.3014860335533,912.0,706.0,,522.4712910773185,1407.0,837.0,2048.236,1.0,2.0,4471.764,loc1start,ec105,,10,,1139.0,,388.5
104,1,1.0,20,4625.764,loc1end,ESACC,177.2210201979438,151.71611648074838,1273.0,343.0,447.56395073776883,386.2674979855281,912.0,706.0,617.8048963872009,531.2861564166716,1407.0,837.0,2048.236,1.0,2.0,4607.764,loc1start,ec105,,10,1101.0,1127.3,300.3,385.3
105,1,1.0,210,4835.764,,EFIX,,197.43783831879838,1273.0,343.0,,466.16059464523596,912.0,706.0,,646.8818284663745,1407.0,837.0,2048.236,1.0,2.0,4627.764,screen,ec105,,10,,1087.9,,274.3
106,1,1.0,48,4883.764,loc2end,ESACC,468.4890607047298,198.30844661788868,1273.0,343.0,62.03224967708329,453.2913411923947,912.0,706.0,529.4317708638196,639.027886715439,1407.0,837.0,2048.236,1.0,2.0,4837.764,screen,ec105,,10,914.0,1083.0,644.0,286.2
107,1,1.0,164,5047.764,,EFIX,,473.2455282408911,1273.0,343.0,,46.06006947454592,912.0,706.0,,515.220467372949,1407.0,837.0,2048.236,1.0,2.0,4885.764,loc2start,ec105,,10,,922.7,,661.2
108,1,1.0,26,245.5229999999999,loc2end,ESACC,222.447521901234,272.5912691191704,1151.0,378.0,30.504098085339333,193.6620768245554,910.0,362.0,212.14923992322005,79.37883848986453,1017.0,579.0,2034.477,1.0,2.0,221.5229999999999,loc3start,ec105,,11,928.7,942.0,386.1,553.0
109,1,1.0,806,1051.523,,EFIX,,293.32551883530357,1151.0,378.0,,52.29397670860386,910.0,362.0,,265.46009116249473,1017.0,579.0,2034.477,1.0,2.0,247.5229999999999,loc2start,ec105,,11,,857.9,,366.5
110,1,1.0,32,1083.523,loc1end,ESACC,74.50241606820546,307.82624969290714,1151.0,378.0,167.32546130221783,66.73230102431658,910.0,362.0,209.04643024935868,274.62847630935875,1017.0,579.0,2034.477,1.0,2.0,1053.523,loc2start,ec105,,11,1076.5,843.4,378.6,366.2
111,1,1.0,360,1443.523,,EFIX,,45.518018410295475,1151.0,378.0,,221.75051296445747,910.0,362.0,,196.05991431192663,1017.0,579.0,2034.477,1.0,2.0,1085.523,loc1start,ec105,,11,,1125.2,,415.5
112,1,1.0,30,1473.523,loc1end,ESACC,174.95396537375197,32.65348373451139,1151.0,378.0,415.9630873046309,231.5151182968404,910.0,362.0,351.36518040352263,209.31375970059875,1017.0,579.0,2034.477,1.0,2.0,1445.523,loc1start,ec105,,11,1323.5,1137.0,407.2,407.5
