,block,cond,duration,end,endloc,event,loc1end,loc1start,loc1x,loc1y,loc2end,loc2start,loc2x,loc2y,loc3end,loc3start,loc3x,loc3y,objonset,recog loc,recog order,refresh order,same/diff,start,startloc,study order,sub,trialend,trialnum,xend,xstart,yend,ystart
0,1,1.0,14,1574.3049999999998,loc1end,ESACC,1.280624847486577,38.90758280849639,1151.0,378.0,242.47688549632932,224.3889480344341,910.0,362.0,242.79258637775578,263.0536067040328,1017.0,579.0,3161.695,1.0,7.0,11.0,2.0,1562.3049999999998,loc1start,1.0,ec105,,1,1152.0,1133.6,377.2,343.2
1,1,1.0,792,2366.305,,EFIX,,31.777035733371978,1151.0,378.0,,229.08640291383517,910.0,362.0,,260.4783676238778,1017.0,579.0,3161.695,1.0,7.0,11.0,2.0,1576.3049999999998,loc1start,1.0,ec105,,1,,1138.7,,348.7
2,1,1.0,12,2378.305,loc1end,ESACC,45.50703242357163,67.93791283223233,1151.0,378.0,201.08080465325375,202.48397467454058,910.0,362.0,241.7256502731971,270.5242318166711,1017.0,579.0,3161.695,1.0,7.0,11.0,2.0,2368.305,loc1start,1.0,ec105,,1,1111.0,1109.0,356.3,324.6
3,1,1.0,590,2968.305,,EFIX,,18.517289218457428,1151.0,378.0,,233.00105149977327,910.0,362.0,,251.5338744582924,1017.0,579.0,3161.695,1.0,7.0,11.0,2.0,2380.305,loc1start,1.0,ec105,,1,,1143.0,,361.3
4,1,2.0,14,2052.9829999999997,loc1end,ESACC,10.044899203078177,33.28002403845279,1553.0,521.0,407.90207158091255,431.8446016798171,1162.0,651.0,402.2314010616277,445.4134708335615,1245.0,247.0,3151.0170000000003,1.0,4.0,2.0,1.0,2040.9829999999997,loc1start,2.0,ec105,,2,1546.1,1579.6,513.7,541.0
5,1,2.0,926,2978.9829999999997,,EFIX,,23.724459951703952,1553.0,521.0,,392.4895540011223,1162.0,651.0,,391.1506742931679,1245.0,247.0,3151.0170000000003,1.0,4.0,2.0,1.0,2054.9829999999997,loc1start,2.0,ec105,,2,,1530.1,,514.8
6,1,1.0,16,2068.968,loc1end,ESACC,22.61260710311842,53.86278863928236,1067.0,518.0,415.3956306944019,382.055493351424,662.0,675.0,413.9962922539283,421.1987654302895,729.0,246.0,3151.032,1.0,16.0,16.0,2.0,2054.968,loc1start,6.0,ec105,,6,1044.8,1022.4,513.7,548.2
7,1,1.0,908,2976.968,,EFIX,,21.431052237349398,1067.0,518.0,,426.62898401304153,662.0,675.0,,412.6142144909698,729.0,246.0,3151.032,1.0,16.0,16.0,2.0,2070.968,loc1start,6.0,ec105,,6,,1052.2,,502.5
8,1,1.0,242,2045.1679999999997,loc1end,ESACC,49.93966359518253,27.868979170396635,1273.0,343.0,492.3155187478858,484.08995031915293,912.0,706.0,462.0631666774576,499.2120591492157,1407.0,837.0,3150.8320000000003,1.0,11.0,10.0,2.0,1805.1679999999997,loc1start,8.0,ec105,,8,1289.6,1252.8,390.1,362.2
9,1,1.0,932,2977.1679999999997,,EFIX,,7.045565981523416,1273.0,343.0,,507.6085499673937,912.0,706.0,,514.4978522792879,1407.0,837.0,3150.8320000000003,1.0,11.0,10.0,2.0,2047.1679999999997,loc1start,8.0,ec105,,8,,1266.0,,342.2
