,block,cond,duration,end,endloc,event,loc1end,loc1start,loc1x,loc1y,loc2end,loc2start,loc2x,loc2y,loc3end,loc3start,loc3x,loc3y,objonset,recog loc,recog order,refresh order,same/diff,start,startloc,study order,sub,trialend,trialnum,xend,xstart,yend,ystart
0,1,2.0,18,348.0,loc2end,ESACC,680.2132018712956,659.0422520597599,1542.0,737.0,18.85205559083679,30.464569585011365,1028.0,288.0,696.6986436042488,653.3748464702326,897.0,957.0,2034.0,1.0,1.0,4.0,1.0,332.0,loc2start,7.0,ec108,7771.0,1,1042.2,1033.3,275.6,318.0
1,1,2.0,380,728.0,,EFIX,,689.1554541611058,1542.0,737.0,,19.386593305684233,1028.0,288.0,,700.7626131579794,897.0,957.0,2034.0,1.0,1.0,4.0,1.0,350.0,loc2start,7.0,ec108,7771.0,1,,1035.2,,270.0
2,1,2.0,62,790.0,loc1end,ESACC,57.73820225812369,695.3688589518516,1542.0,737.0,632.0196990600847,24.15056935146664,1028.0,288.0,681.741666615735,705.84973613369,897.0,957.0,2034.0,1.0,1.0,4.0,1.0,730.0,loc2start,7.0,ec108,7771.0,1,1521.3,1032.1,683.1,264.2
3,1,2.0,182,972.0,,EFIX,,61.49837396224391,1542.0,737.0,,626.4042225272751,1028.0,288.0,,676.860436131408,897.0,957.0,2034.0,1.0,1.0,4.0,1.0,792.0,loc1start,7.0,ec108,7771.0,1,,1515.3,,681.6
4,1,2.0,22,994.0,loc1end,ESACC,47.7507068010517,52.551879129104414,1542.0,737.0,720.4778483756459,634.4620556030123,1028.0,288.0,726.1336860385971,677.0950450269148,897.0,957.0,2034.0,1.0,1.0,4.0,1.0,974.0,loc1start,7.0,ec108,7771.0,1,1589.7,1519.1,739.2,689.7
5,1,2.0,178,1172.0,,EFIX,,38.915806557233225,1542.0,737.0,,714.0671116918913,1028.0,288.0,,717.4060495981338,897.0,957.0,2034.0,1.0,1.0,4.0,1.0,996.0,loc1start,7.0,ec108,7771.0,1,,1580.8,,740.0
6,1,2.0,192,1364.0,loc1end,ESACC,35.87087955431261,23.90815760362972,1542.0,737.0,663.0521246478289,706.2267341300526,1028.0,288.0,697.8909083803858,696.1627683236155,897.0,957.0,2034.0,1.0,1.0,4.0,1.0,1174.0,loc1start,7.0,ec108,7771.0,1,1546.4,1561.8,701.4,750.4
7,1,2.0,172,1536.0,,EFIX,,9.413288479590943,1542.0,737.0,,689.0869393625161,1028.0,288.0,,678.9864578914663,897.0,957.0,2034.0,1.0,1.0,4.0,1.0,1366.0,loc1start,7.0,ec108,7771.0,1,,1542.5,,746.4
8,1,2.0,12,1548.0,loc1end,ESACC,30.681101675135523,4.332435804486945,1542.0,737.0,713.0732991775811,686.2483296883134,1028.0,288.0,699.4435860024739,681.5025825336248,897.0,957.0,2034.0,1.0,1.0,4.0,1.0,1538.0,loc1start,7.0,ec108,7771.0,1,1566.7,1543.4,755.2,741.1
9,1,2.0,616,2164.0,,EFIX,,28.570089254323264,1542.0,737.0,,711.0630422121515,1028.0,288.0,,696.3312789183033,897.0,957.0,2034.0,1.0,1.0,4.0,1.0,1550.0,loc1start,7.0,ec108,7771.0,1,,1563.6,,755.7
10,1,2.0,194,2358.0,loc3end,ESACC,689.3416279320436,16.30766690854331,1542.0,737.0,733.3878100977681,692.9547892900373,1028.0,288.0,56.275038871599136,675.9245076190092,897.0,957.0,2034.0,1.0,1.0,4.0,1.0,2166.0,loc1start,7.0,ec108,7771.0,1,909.8,1541.5,1011.8,753.3
