,block,cond,duration,end,endloc,event,loc1end,loc1start,loc1x,loc1y,loc2end,loc2start,loc2x,loc2y,loc3end,loc3start,loc3x,loc3y,objonset,recog loc,recog order,refresh order,same/diff,start,startloc,study order,sub,trialend,trialnum,xend,xstart,yend,ystart
0,1,1.0,38,267.0,loc1end,ESACC,64.10686390707318,351.8022882245082,1374.0,438.0,278.63074130468806,467.611644423019,1443.0,773.0,307.3380711854618,661.6166941666451,1699.0,545.0,2019.0,1.0,1.0,3.0,2.0,231.0,screen,12.0,ec107,7856.0,1,1395.2,1037.4,498.5,540.3
1,1,1.0,164,431.0,,EFIX,,62.00725763973113,1374.0,438.0,,281.74119329625904,1443.0,773.0,,304.0889672447852,1699.0,545.0,2019.0,1.0,1.0,3.0,2.0,269.0,loc1start,12.0,ec107,7856.0,1,,1399.1,,494.7
2,1,1.0,12,443.0,loc1end,ESACC,50.53958844312043,57.22420816402794,1374.0,438.0,307.5230885640947,289.4056150111811,1443.0,773.0,294.0177715717199,299.841975046857,1699.0,545.0,2019.0,1.0,1.0,3.0,2.0,433.0,loc1start,12.0,ec107,7856.0,1,1415.6,1405.0,466.7,486.1
3,1,1.0,860,1303.0,,EFIX,,41.608292442733095,1374.0,438.0,,321.90099409601083,1443.0,773.0,,300.58651001001357,1699.0,545.0,2019.0,1.0,1.0,3.0,2.0,445.0,loc1start,12.0,ec107,7856.0,1,,1413.0,,452.5
4,1,1.0,36,1339.0,loc3end,ESACC,294.6825410505346,43.20104165410833,1374.0,438.0,296.21647489631636,317.2502639872818,1443.0,773.0,55.815768381345386,299.4603980495584,1699.0,545.0,2019.0,1.0,1.0,3.0,2.0,1305.0,loc1start,12.0,ec107,7856.0,1,1644.2,1412.7,555.6,457.2
5,1,1.0,214,1553.0,,EFIX,,290.8443226195071,1374.0,438.0,,295.9723297877691,1443.0,773.0,,58.46383497513665,1699.0,545.0,2019.0,1.0,1.0,3.0,2.0,1341.0,loc3start,12.0,ec107,7856.0,1,,1641.1,,553.1
6,1,1.0,14,1567.0,loc3end,ESACC,339.26015091666744,300.28469824484887,1374.0,438.0,325.4499193424388,302.32118681958093,1443.0,773.0,18.483776670366993,48.68367282775622,1699.0,545.0,2019.0,1.0,1.0,3.0,2.0,1555.0,loc3start,12.0,ec107,7856.0,1,1690.1,1651.1,561.2,553.7
7,1,1.0,268,1835.0,,EFIX,,342.0253207000908,1374.0,438.0,,326.5769740811498,1443.0,773.0,,18.539687160251663,1699.0,545.0,2019.0,1.0,1.0,3.0,2.0,1569.0,loc3start,12.0,ec107,7856.0,1,,1692.6,,562.4
8,1,1.0,38,1873.0,loc2end,ESACC,352.4096763711235,340.2042033837912,1374.0,438.0,44.319070387362544,329.13902837554826,1443.0,773.0,310.1770139775029,14.713938969562202,1699.0,545.0,2019.0,1.0,1.0,3.0,2.0,1837.0,loc3start,12.0,ec107,7856.0,1,1487.3,1692.3,771.7,558.1
9,1,1.0,252,2125.0,,EFIX,,337.95171252710054,1374.0,438.0,,48.47844882006857,1443.0,773.0,,298.116353124078,1699.0,545.0,2019.0,1.0,1.0,3.0,2.0,1875.0,loc2start,12.0,ec107,7856.0,1,,1488.4,,756.0
10,1,1.0,50,2175.0,loc1end,ESACC,44.377584431782594,335.90814220557377,1374.0,438.0,308.5799248168941,43.35758295846296,1443.0,773.0,301.3316611310535,301.95873890318194,1699.0,545.0,2019.0,1.0,1.0,3.0,2.0,2127.0,loc2start,12.0,ec107,7856.0,1,1408.1,1482.8,466.4,755.8
11,1,1.0,298,2473.0,,EFIX,,40.885327441516154,1374.0,438.0,,313.06518490563593,1443.0,773.0,,303.4709376530149,1699.0,545.0,2019.0,1.0,1.0,3.0,2.0,2177.0,loc1start,12.0,ec107,7856.0,1,,1407.1,,462.0
12,1,1.0,10,2483.0,loc1end,ESACC,31.87130370725369,36.45888094826833,1374.0,438.0,333.7906229959134,320.02288980633864,1443.0,773.0,311.0925585738109,306.29046671419593,1699.0,545.0,2019.0,1.0,1.0,3.0,2.0,2475.0,loc1start,12.0,ec107,7856.0,1,1405.7,1406.2,441.3,455.1
13,1,1.0,266,2749.0,,EFIX,,28.725076153075772,1374.0,438.0,,336.223928357278,1443.0,773.0,,314.6225198551432,1699.0,545.0,2019.0,1.0,1.0,3.0,2.0,2485.0,loc1start,12.0,ec107,7856.0,1,,1402.7,,439.2
14,1,1.0,12,2761.0,loc1end,ESACC,65.40558080164112,32.81127854869424,1374.0,438.0,322.53571895218056,334.2768014684836,1443.0,773.0,277.39302442563326,310.35105928609295,1699.0,545.0,2019.0,1.0,1.0,3.0,2.0,2751.0,loc1start,12.0,ec107,7856.0,1,1438.2,1406.7,450.5,440.7
15,1,1.0,1416,4177.0,,EFIX,,38.694314827891795,1374.0,438.0,,328.67468719084525,1443.0,773.0,,303.7549176556652,1699.0,545.0,2019.0,1.0,1.0,3.0,2.0,2763.0,loc1start,12.0,ec107,7856.0,1,,1411.9,,445.8
