,block,cond,duration,end,endloc,event,loc1end,loc1start,loc1x,loc1y,loc2end,loc2start,loc2x,loc2y,loc3end,loc3start,loc3x,loc3y,objonset,recog loc,same/diff,start,startloc,sub,trialend,trialnum,xend,xstart,yend,ystart
0,1,2.0,16,324.6239999999998,loc3end,ESACC,556.5230004231631,538.5245212615671,1431.0,263.0,517.0555579432446,461.59707538068307,1372.0,828.0,53.38211310916796,108.4705489983341,912.0,494.0,2061.376,1.0,-1.0,310.6239999999998,loc3start,ec106,,1,945.7,988.9,535.4,570.5
1,1,2.0,92,416.6239999999998,,EFIX,,560.2494622933608,1431.0,263.0,,524.1483187037807,1372.0,828.0,,46.825847563071385,912.0,494.0,2061.376,1.0,-1.0,326.6239999999998,loc3start,ec106,,1,,939.5,,531.9
2,1,2.0,50,466.6239999999998,loc1end,ESACC,67.71033894465452,556.7873292380135,1431.0,263.0,518.8869722781639,531.7355827852787,1372.0,828.0,504.56049191350684,37.420983418397824,912.0,494.0,2061.376,1.0,-1.0,418.6239999999998,loc3start,ec106,,1,1381.5,937.7,309.2,521.2
3,1,2.0,136,602.6239999999998,,EFIX,,75.74305248668027,1431.0,263.0,,512.4197595721695,1372.0,828.0,,497.5809582369486,912.0,494.0,2061.376,1.0,-1.0,468.6239999999998,loc1start,ec106,,1,,1376.5,,315.6
4,1,2.0,18,620.6239999999998,loc1end,ESACC,33.98896879871468,73.37363286630968,1431.0,263.0,539.5982301675942,511.3792037226387,1372.0,828.0,570.4000788920001,501.39434579979064,912.0,494.0,2061.376,1.0,-1.0,604.6239999999998,loc1start,ec106,,1,1446.0,1381.0,293.5,316.7
5,1,2.0,1232,1852.6239999999998,,EFIX,,29.121984822467024,1431.0,263.0,,553.9775175943514,1372.0,828.0,,583.1095008658323,912.0,494.0,2061.376,1.0,-1.0,622.6239999999998,loc1start,ec106,,1,,1454.5,,280.2
6,1,2.0,56,1908.6239999999998,loc2end,ESACC,530.2197657575583,25.93260495977988,1431.0,263.0,54.817880294662984,548.4473539000803,1372.0,828.0,515.9040608485263,573.1600997976045,912.0,494.0,2061.376,1.0,-1.0,1854.6239999999998,loc1start,ec106,,1,1338.0,1445.5,785.0,284.5
7,1,2.0,182,2090.624,,EFIX,,545.7239228767601,1431.0,263.0,,53.30853590186092,1372.0,828.0,,515.2282989122396,912.0,494.0,2061.376,1.0,-1.0,1910.6239999999998,loc2start,ec106,,1,,1327.4,,798.8
8,1,2.0,24,2114.624,loc2end,ESACC,614.046464039978,552.8934255351568,1431.0,263.0,58.71848090678091,52.74030716634105,1372.0,828.0,624.0623847020423,516.7432050835307,912.0,494.0,2061.376,1.0,-1.0,2092.624,loc2start,ec106,,1,1405.1,1324.3,876.5,805.5
9,1,2.0,308,2422.624,,EFIX,,630.5012688329819,1431.0,263.0,,69.37759004174187,1372.0,828.0,,628.0111862061057,912.0,494.0,2061.376,1.0,-1.0,2116.624,loc2start,ec106,,1,,1397.3,,892.6
10,1,2.0,50,2472.624,screen,ESACC,469.58310233653003,629.2054831293192,1431.0,263.0,319.10137887511553,64.58746008320816,1372.0,828.0,251.33581121678617,619.2504662896912,912.0,494.0,2061.376,1.0,-1.0,2424.624,loc2start,ec106,,1,1128.3,1387.5,622.0,890.7
11,1,2.0,216,2688.624,,EFIX,,473.366042297079,1431.0,263.0,,340.25932757236797,1372.0,828.0,,229.93392529159325,912.0,494.0,2061.376,1.0,-1.0,2474.624,screen,ec106,,1,,1110.0,,610.9
12,1,2.0,26,2714.624,loc3end,ESACC,537.9060233907034,474.6546534060316,1431.0,263.0,494.06425695449775,352.87255489765704,1372.0,828.0,74.49489915423743,217.4135230384716,912.0,494.0,2061.376,1.0,-1.0,2690.624,screen,ec106,,1,970.2,1100.0,540.5,603.2
13,1,2.0,374,3088.624,,EFIX,,560.9492668682258,1431.0,263.0,,535.9743277434098,1372.0,828.0,,33.92462232656386,912.0,494.0,2061.376,1.0,-1.0,2716.624,loc3start,ec106,,1,,932.8,,520.8
14,1,2.0,58,3146.624,loc1end,ESACC,88.23831367382311,563.6335156819545,1431.0,263.0,510.09802979427394,534.7675569815357,1372.0,828.0,483.1935430032152,36.308952064194884,912.0,494.0,2061.376,1.0,-1.0,3090.624,loc3start,ec106,,1,1362.0,931.7,318.0,524.5
15,1,2.0,148,3294.624,,EFIX,,80.13301441977585,1431.0,263.0,,515.1132885104014,1372.0,828.0,,490.9245359523192,912.0,494.0,2061.376,1.0,-1.0,3148.624,loc1start,ec106,,1,,1368.3,,312.9
16,1,2.0,16,3310.624,loc1end,ESACC,37.113474641968,80.59590560320039,1431.0,263.0,531.2987954061255,511.30118325699186,1372.0,828.0,554.974963399251,491.9598560858397,912.0,494.0,2061.376,1.0,-1.0,3296.624,loc1start,ec106,,1,1432.0,1370.9,300.1,316.7
17,1,2.0,188,3498.624,,EFIX,,36.43295211755423,1431.0,263.0,,532.929788996637,1372.0,828.0,,559.6696882983747,912.0,494.0,2061.376,1.0,-1.0,3312.624,loc1start,ec106,,1,,1436.6,,299.0
18,1,2.0,44,3542.624,screen,ESACC,356.85611946553473,42.16028937282097,1431.0,263.0,226.28232365785888,527.1607819252112,1372.0,828.0,433.38861314067765,557.581285553954,912.0,494.0,2061.376,1.0,-1.0,3500.624,loc1start,ec106,,1,1330.8,1436.5,605.5,304.8
19,1,2.0,208,3750.624,,EFIX,,369.9699987836851,1431.0,263.0,,215.8244657123006,1372.0,828.0,,430.8496257396541,912.0,494.0,2061.376,1.0,-1.0,3544.624,screen,ec106,,1,,1324.8,,617.4
20,1,2.0,52,3802.624,loc1end,ESACC,21.242410409367398,370.5175974228485,1431.0,263.0,552.9079851114469,213.519764893089,1372.0,828.0,573.5029555285657,434.6615810029683,912.0,494.0,2061.376,1.0,-1.0,3752.624,screen,ec106,,1,1444.0,1328.3,279.8,619.0
21,1,2.0,1244,5046.624,,EFIX,,21.678099547700214,1431.0,263.0,,559.0974333691759,1372.0,828.0,,580.667150784337,912.0,494.0,2061.376,1.0,-1.0,3804.624,loc1start,ec106,,1,,1449.5,,274.3
22,1,2.0,22,89.61500000000001,screen,ESACC,286.467677059734,283.83533958969946,1423.0,587.0,299.33046954829035,231.02056185543313,950.0,719.0,585.3767419363363,503.3333885209683,1072.0,243.0,2036.385,1.0,1.0,69.61500000000001,screen,ec106,,2,1236.8,1180.5,804.7,734.5
