-262	-150	494	-87	758	0	0	4	60	-8	415	354	-87	620	620	620	25	6	1	62	55	52	2	81	6	1	49	
-485	-119	-678	387	541	1448	1	4	-60	-143	302	-678	387	542	542	542	108	6	2	52	60	53	1	47	7	1	25	
15	156	11	-95	252	1047	1	4	60	231	28	11	-95	252	252	252	55	6	2	60	54	54	1	71	7	1	68	
-3	-399	154	-138	304	1189	1	4	60	-150	-132	154	-138	305	305	305	32	6	2	53	63	55	2	88	8	2	29	
555	361	427	-365	738	1616	1	4	-60	-137	109	427	-365	738	738	738	43	6	2	57	57	56	1	47	8	1	28	
-446	-408	74	-257	541	0	0	4	60	-316	118	74	-257	542	542	542	35	6	1	58	64	57	2	54	6	1	29	
-266	-307	-518	-327	252	0	0	4	-60	-409	-98	-518	-327	253	253	253	54	6	1	51	61	58	2	46	8	1	23	
-839	227	16	-189	951	1818	1	4	60	-251	414	-384	-189	617	617	617	62	6	2	56	50	59	1	45	6	1	22	
143	223	-288	-377	738	0	0	4	-60	-592	297	-288	-377	739	739	739	4	6	1	59	58	60	1	43	7	2	24	
258	-324	681	-249	429	1342	1	4	60	405	80	681	-249	430	430	430	51	6	2	61	62	61	1	61	6	1	29	
-782	320	156	160	951	0	0	4	-60	-541	-416	-24	160	775	775	775	10	6	1	55	53	62	2	55	6	1	24	
384	241	31	-77	476	1408	1	4	-60	-67	388	31	-77	476	476	476	30	6	2	49	49	63	1	78	8	1	25	
-129	-260	-558	-278	429	0	0	4	-60	-359	103	-558	-278	430	430	430	93	6	1	64	51	64	2	74	8	1	259	
859	-393	147	89	859	0	0	5	60	182	-338	568	221	680	680	680	20	4	1	68	71	65	2	56	8	1	39	
-797	-159	-31	231	859	1755	1	5	-60	-196	-419	-271	231	655	655	655	98	4	2	66	75	66	1	63	6	1	31	
345	284	-100	269	446	1395	1	5	60	136	-108	-100	269	446	446	446	74	4	2	75	76	67	1	45	8	1	31	
-721	-252	62	-12	818	1717	1	5	60	-612	417	-88	-12	677	677	677	37	4	2	69	69	68	1	65	6	1	53	
-86	136	-361	122	276	1097	1	5	-60	-235	368	-361	122	276	276	276	85	4	2	65	77	69	1	59	8	1	22	
223	354	601	394	380	1331	1	5	-60	447	47	601	394	381	381	381	125	4	2	76	74	70	1	57	6	1	19	
3	-297	249	-7	380	0	0	5	60	-125	62	249	-7	381	381	381	48	4	1	72	78	71	2	94	6	3	41	
650	149	836	-55	276	0	0	5	-60	567	-114	836	-55	277	277	277	53	4	1	80	73	72	2	50	7	1	27	
-763	-368	-124	144	818	0	0	5	60	-859	10	-484	-96	390	390	390	21	4	1	77	65	73	2	89	6	3	165	
-132	203	149	300	297	1171	1	5	-60	93	9	149	300	298	298	298	109	4	2	73	70	74	2	55	6	1	23	
677	217	502	-24	297	0	0	5	-60	381	249	502	-24	298	298	298	79	4	1	67	66	75	2	68	8	1	28	
470	-308	617	239	566	1516	1	5	60	70	93	617	239	567	567	567	124	4	2	79	72	76	1	39	7	1	23	
652	-57	43	302	706	0	0	5	60	37	-404	43	302	707	707	707	101	4	1	74	68	77	2	51	7	2	77	
38	-335	98	228	566	0	0	5	-60	556	-105	98	228	567	567	567	47	4	1	70	80	78	2	70	7	2	25	
-515	36	-208	-288	446	0	0	5	-60	-642	-391	-208	-288	447	447	447	42	4	1	78	67	79	2	57	7	1	23	
-482	-420	136	-77	706	1583	1	5	60	-470	287	136	-77	707	707	707	16	4	2	71	79	80	1	47	6	1	28	
-190	412	642	324	836	0	0	6	-60	150	-352	642	324	837	837	837	59	3	1	93	82	81	2	61	6	1	37	
813	123	-3	211	820	0	0	6	60	399	-418	137	211	682	682	682	110	3	1	86	89	82	1	75	6	2	56	
-578	257	-46	-238	727	1589	1	6	-60	-760	-416	-86	-238	698	698	698	84	3	2	81	93	83	1	45	7	1	60	
-514	-193	-666	26	266	0	0	6	60	-779	-215	-666	26	267	267	267	75	3	1	82	86	84	2	61	8	1	28	
812	404	408	240	436	0	0	6	60	753	-27	408	240	437	437	437	39	3	1	96	87	85	2	50	8	1	59	
-379	-281	61	-204	446	0	0	6	60	-225	139	61	-204	447	447	447	9	3	1	83	90	86	1	66	8	2	50	
-822	112	-105	237	727	0	0	6	-60	-375	-411	-145	237	689	689	689	57	3	1	84	84	87	2	67	6	1	26	
-185	113	-195	-184	298	1173	1	6	-60	-447	-26	-195	-184	298	298	298	45	3	2	89	92	88	1	45	8	1	65	
170	-88	668	250	601	0	0	6	-60	712	-350	668	250	602	602	602	56	3	1	92	96	89	2	61	6	1	23	
-774	-162	44	-335	836	1734	1	6	60	-240	417	-6	-335	788	788	788	6	3	2	91	91	90	1	53	6	1	24	
225	381	218	-54	436	1348	1	6	60	599	158	218	-54	436	436	436	128	3	2	94	94	91	1	49	7	1	30	
-798	-269	-845	26	298	0	0	6	-60	-566	-80	-845	26	299	299	299	17	3	1	90	88	92	2	107	6	2	60	
-532	229	69	229	601	1535	1	6	-60	-231	-291	69	229	601	601	601	60	3	2	87	83	93	1	54	6	1	26	
442	73	774	372	446	1392	1	6	-60	857	-47	754	372	433	433	433	61	3	2	85	85	94	1	46	6	1	35	
12	-224	77	35	266	1084	1	6	-60	269	-150	77	35	268	268	268	86	3	2	95	81	95	1	78	6	1	43	
669	371	100	-218	820	1721	1	6	60	858	-360	130	-158	756	756	756	76	3	2	88	95	96	1	53	7	1	26	
320	-264	-109	-379	445	1363	1	7	-60	6	51	-109	-379	445	445	445	31	2	2	106	111	97	1	66	8	1	29	
172	22	566	-251	479	0	0	7	60	606	227	566	-251	480	480	480	113	2	1	111	106	98	2	56	8	3	42	
-304	-395	63	-87	479	1420	1	7	60	-387	77	63	-87	480	480	480	97	2	2	101	100	99	3	85	8	2	190	
-167	-270	138	-134	333	1237	1	7	60	-132	63	138	-134	334	334	334	111	2	2	98	99	100	1	42	6	1	53	
588	223	144	-325	706	1584	1	7	-60	-108	334	144	-325	706	706	706	114	2	2	104	103	101	1	69	8	1	28	
-78	-100	-819	162	785	0	0	7	60	-560	-411	-589	162	575	575	575	22	2	1	107	109	102	1	100	6	2	25	
756	56	439	161	333	0	0	7	60	507	-166	439	161	334	334	334	64	2	1	97	108	103	2	43	8	1	30	
680	-276	15	140	785	1689	1	7	-60	763	413	125	140	694	694	694	95	2	2	110	102	104	1	90	7	1	65	
801	389	99	312	706	0	0	7	60	517	-257	99	312	707	707	707	80	2	1	105	105	105	2	103	8	1	28	
68	146	156	-107	268	1086	1	7	60	332	96	156	-107	268	268	268	78	2	2	102	98	106	1	68	6	1	34	
-347	-40	-79	-58	268	0	0	7	-60	-228	-281	-79	-58	269	269	269	120	2	1	109	97	107	1	110	6	1	214	
526	192	691	-344	561	1515	1	7	-60	145	-218	691	-344	561	561	561	107	2	2	108	101	108	1	68	7	1	27	
-789	120	89	180	880	0	0	7	-60	-408	-419	-131	180	661	661	661	23	2	1	100	104	109	2	69	6	1	25	
827	208	-23	-19	880	1800	1	7	60	729	-416	237	-19	633	633	633	91	2	2	112	112	110	1	41	8	1	34	
-697	-293	-142	-375	561	0	0	7	60	-348	147	-142	-375	562	562	562	1	2	1	103	107	111	2	56	6	1	29	
363	251	79	-92	445	0	0	7	-60	-76	326	79	-92	446	446	446	83	2	1	99	110	112	2	189	8	1	29	
-458	-142	-217	311	512	1432	1	8	60	-729	294	-217	311	514	514	514	24	7	2	118	123	113	1	60	7	1	24	
-290	-244	407	115	784	0	0	8	60	-322	418	267	115	663	663	663	14	7	1	126	124	114	2	48	7	1	23	
-766	-202	-64	254	837	1740	1	8	-60	-115	-417	-254	254	686	686	686	28	7	2	115	127	115	1	49	6	1	26	
725	-44	-11	225	784	1651	1	8	60	200	-416	139	225	645	645	645	82	7	2	117	119	116	1	71	8	1	27	
579	-151	191	312	604	1548	1	8	-60	786	417	191	312	605	605	605	121	7	2	120	128	117	1	60	7	1	22	
328	-101	3	-206	342	1297	1	8	-60	75	128	3	-206	342	342	342	5	7	2	124	125	118	1	55	8	1	24	
114	105	-83	318	290	1106	1	8	-60	200	383	-83	318	291	291	291	94	7	2	116	122	119	1	82	7	1	27	
-216	-103	-496	59	324	1196	1	8	60	-496	-264	-496	59	324	324	324	115	7	2	119	126	120	1	69	8	1	27	
-789	-306	-357	-31	512	0	0	8	60	-811	206	-357	-31	513	513	513	118	7	1	114	113	121	2	88	7	1	23	
497	-182	207	-161	290	0	0	8	-60	371	80	207	-161	291	291	291	123	7	1	121	116	122	2	56	8	1	42	
294	-93	458	187	324	0	0	8	-60	619	-95	458	187	325	325	325	46	7	1	123	118	123	2	69	6	1	22	
369	-234	244	85	342	0	0	8	60	31	-182	244	85	343	343	343	68	7	1	128	114	124	2	56	8	1	35	
537	75	-1	230	560	1482	1	8	60	134	-313	-1	230	560	560	560	77	7	2	127	117	125	1	55	8	1	39	
119	367	578	-333	837	0	0	8	-60	-257	-380	578	-333	838	838	838	73	7	1	125	121	126	2	56	7	1	23	
281	-222	794	5	560	0	0	8	60	341	336	794	5	561	561	561	52	7	1	113	115	127	2	44	6	1	39	
789	226	350	-189	604	0	0	8	-60	211	399	350	-189	605	605	605	36	7	1	122	120	128	2	64	8	1	35	
