2.025845e+02	1.048369e+03	2.061376e+03	7.096179e+03	
1.264762e+04	1.019501e+03	2.036385e+03	7.071166e+03	
2.006676e+04	1.019163e+03	2.035919e+03	7.070782e+03	
2.820678e+04	1.015495e+03	2.031605e+03	7.071457e+03	
3.587522e+04	1.031780e+03	2.048904e+03	7.083454e+03	
4.362490e+04	1.017329e+03	2.034609e+03	7.072014e+03	
5.151292e+04	1.016523e+03	2.032111e+03	7.069421e+03	
5.936235e+04	1.017699e+03	2.034971e+03	7.072147e+03	
6.751591e+04	1.017431e+03	2.033531e+03	7.069194e+03	
7.569846e+04	1.019698e+03	2.036625e+03	7.072283e+03	
8.415479e+04	1.017316e+03	2.032639e+03	7.068515e+03	
9.202276e+04	1.016991e+03	2.033730e+03	7.068443e+03	
1.001387e+05	1.019681e+03	2.036577e+03	7.072277e+03	
1.084259e+05	1.018181e+03	2.035061e+03	7.070734e+03	
1.164150e+05	1.031342e+03	2.048184e+03	7.084091e+03	
1.243149e+05	1.017033e+03	2.033931e+03	7.069753e+03	
2.117667e+02	1.049575e+03	2.062254e+03	7.102379e+03	
8.172670e+03	1.019827e+03	2.036904e+03	7.072568e+03	
2.059525e+04	1.017504e+03	2.034469e+03	7.070083e+03	
3.301338e+04	1.019638e+03	2.036319e+03	7.072033e+03	
4.543526e+04	1.017815e+03	2.034693e+03	7.070516e+03	
5.785716e+04	1.017282e+03	2.033003e+03	7.068851e+03	
7.027626e+04	1.017012e+03	2.034095e+03	7.069763e+03	
7.811286e+04	1.017169e+03	2.033130e+03	7.068736e+03	
8.579526e+04	1.019142e+03	2.036266e+03	7.071803e+03	
9.348566e+04	1.030935e+03	2.047978e+03	7.084059e+03	
1.013354e+05	1.017148e+03	2.033744e+03	7.071525e+03	
1.091195e+05	1.018160e+03	2.035213e+03	7.073057e+03	
1.169553e+05	1.017920e+03	2.034913e+03	7.074454e+03	
1.253257e+05	1.016455e+03	2.033487e+03	7.072472e+03	
1.330219e+05	1.022690e+03	2.039417e+03	7.081410e+03	
1.409920e+05	1.021260e+03	2.038360e+03	7.079356e+03	
2.085812e+02	1.050255e+03	2.062949e+03	7.100253e+03	
9.503754e+03	1.020187e+03	2.037193e+03	7.072859e+03	
1.743754e+04	1.021967e+03	2.038915e+03	7.074742e+03	
2.524491e+04	1.017061e+03	2.033843e+03	7.069563e+03	
3.388013e+04	1.017225e+03	2.034272e+03	7.070022e+03	
4.316853e+04	1.031817e+03	2.048373e+03	7.084188e+03	
5.131828e+04	1.017462e+03	2.034545e+03	7.071567e+03	
6.090422e+04	1.017508e+03	2.034548e+03	7.072438e+03	
6.925511e+04	1.019055e+03	2.035860e+03	7.075086e+03	
7.710974e+04	1.016681e+03	2.033514e+03	7.072377e+03	
8.497848e+04	1.017092e+03	2.033777e+03	7.153613e+03	
9.285988e+04	1.020849e+03	2.037920e+03	7.079739e+03	
1.007140e+05	1.018936e+03	2.035905e+03	7.077825e+03	
1.088156e+05	1.019835e+03	2.036680e+03	7.075267e+03	
1.170869e+05	1.017473e+03	2.034313e+03	7.075605e+03	
1.248704e+05	1.019388e+03	2.036376e+03	7.075839e+03	
2.115622e+02	1.052404e+03	2.064809e+03	7.100508e+03	
1.031255e+04	1.017474e+03	2.033314e+03	7.069248e+03	
1.806419e+04	1.017198e+03	2.033890e+03	7.069514e+03	
2.576560e+04	1.017755e+03	2.034639e+03	7.070508e+03	
3.360186e+04	1.017165e+03	2.033717e+03	7.069746e+03	
4.163816e+04	1.016480e+03	2.033107e+03	7.069015e+03	
5.067068e+04	1.019597e+03	2.036563e+03	7.074833e+03	
5.840669e+04	1.019095e+03	2.036192e+03	7.074733e+03	
6.669163e+04	1.019774e+03	2.036909e+03	7.074829e+03	
7.464529e+04	1.018365e+03	2.035419e+03	7.074601e+03	
8.256166e+04	1.020891e+03	2.037998e+03	7.080025e+03	
9.046738e+04	1.017394e+03	2.034554e+03	7.148158e+03	
9.830319e+04	1.017341e+03	2.034166e+03	7.077103e+03	
1.062382e+05	1.017760e+03	2.034738e+03	7.073638e+03	
1.139569e+05	1.018011e+03	2.034917e+03	7.076870e+03	
1.218580e+05	1.019069e+03	2.035911e+03	7.081635e+03	
2.115632e+02	1.037553e+03	2.049841e+03	7.084586e+03	
8.930105e+03	1.017561e+03	2.033744e+03	7.068402e+03	
1.657783e+04	1.021001e+03	2.038024e+03	7.072813e+03	
2.457047e+04	1.030775e+03	2.047667e+03	7.083662e+03	
3.230169e+04	1.018251e+03	2.035346e+03	7.070058e+03	
4.013477e+04	1.020798e+03	2.037785e+03	7.075463e+03	
4.877077e+04	1.020541e+03	2.037597e+03	7.075041e+03	
5.659449e+04	1.017132e+03	2.032681e+03	7.070538e+03	
6.431379e+04	1.015405e+03	2.032210e+03	7.070639e+03	
7.227754e+04	1.020532e+03	2.037360e+03	7.075205e+03	
8.004749e+04	1.019254e+03	2.036360e+03	7.074513e+03	
8.774722e+04	1.021707e+03	2.038802e+03	7.080568e+03	
9.565026e+04	1.021014e+03	2.037926e+03	7.075699e+03	
1.035060e+05	1.017465e+03	2.034334e+03	7.070273e+03	
1.112409e+05	1.018123e+03	2.034968e+03	7.070912e+03	
1.192083e+05	1.019578e+03	2.036650e+03	7.072298e+03	
2.092855e+02	1.048368e+03	2.061301e+03	7.098966e+03	
1.129001e+04	1.017441e+03	2.033701e+03	7.069417e+03	
1.916054e+04	1.017046e+03	2.032088e+03	7.067789e+03	
2.695617e+04	1.021705e+03	2.038682e+03	7.074341e+03	
3.481230e+04	1.017830e+03	2.034704e+03	7.072170e+03	
4.282726e+04	1.021675e+03	2.038755e+03	7.076081e+03	
5.056827e+04	1.016189e+03	2.033178e+03	7.070963e+03	
5.843147e+04	1.021912e+03	2.038825e+03	7.079218e+03	
6.631934e+04	1.019630e+03	2.036603e+03	7.078227e+03	
7.412475e+04	1.017259e+03	2.033382e+03	7.072979e+03	
8.229196e+04	1.018104e+03	2.035223e+03	7.072220e+03	
9.004563e+04	1.017104e+03	2.033550e+03	7.071354e+03	
9.789685e+04	1.017683e+03	2.034638e+03	7.075765e+03	
1.057144e+05	1.019101e+03	2.035952e+03	7.075765e+03	
1.135838e+05	1.018398e+03	2.035458e+03	7.076226e+03	
1.213816e+05	1.022945e+03	2.039790e+03	7.078784e+03	
2.043144e+02	1.037865e+03	2.048739e+03	7.091914e+03	
8.488226e+03	1.017676e+03	2.033987e+03	7.072224e+03	
1.630217e+04	1.021928e+03	2.038759e+03	7.077996e+03	
2.415698e+04	1.019257e+03	2.036243e+03	7.076067e+03	
3.214561e+04	1.017018e+03	2.033165e+03	7.072977e+03	
3.986193e+04	1.018759e+03	2.035724e+03	7.074741e+03	
4.761717e+04	1.017115e+03	2.032621e+03	7.072632e+03	
5.560250e+04	1.017612e+03	2.032906e+03	7.071154e+03	
