619358	2021	8808
628267	2031	8901
637266	2018	8372
645738	2032	8869
654704	2035	7805
662610	2032	9651
672358	2020	10406
682863	2034	8238
691200	2033	8804
700105	2031	8085
708295	2026	9246
717641	2033	9621
727362	2032	8836
736296	2033	8503
744899	2033	8704
753703	2032	8935
1328784	2034	9005
1337891	2029	8450
1346440	2033	8769
1355309	2033	8720
1364132	2029	8634
1372872	2025	9296
1382268	2032	8834
1391201	2018	8906
1400208	2030	8584
1408893	2031	8935
1417930	2030	8718
1426747	2032	8720
1435566	2032	9004
1444673	2028	8447
1453221	2033	8470
1461791	2032	9736
2486384	2018	8640
2495123	2032	8086
2503310	2031	9052
2512464	2029	9466
2522028	2018	8523
2530653	2029	8798
2539548	2020	10208
2549859	2029	9116
2559078	2029	8884
2568063	2030	8784
2576945	2034	10322
2587367	2031	9336
2596806	2028	8100
2605007	2030	8701
2613805	2034	9189
2623098	2027	9032
3184840	2031	9768
3194712	2029	8300
3203114	2029	8634
3211850	2029	8750
3220700	2032	8603
3229403	2031	9119
3238619	2034	8571
3247289	2034	9122
3256510	2032	9536
3266149	2029	8817
3275067	2030	8818
3283987	2030	9367
3293456	2030	8385
3301942	2030	8334
3310375	2033	8652
3319126	2034	8605
3948559	2033	8938
3957595	2033	9221
3966917	2031	8452
3975468	2032	8453
3984020	2032	8538
3992659	2029	8650
4001408	2033	8854
4010362	2031	10318
4020781	2032	10254
4031137	2029	8600
4039834	2035	7972
4047908	2030	9067
4057078	2029	8451
4065629	2030	9168
4074897	2032	8336
4083337	2028	11449
5015466	2035	9073
5024639	2031	8569
5033305	2034	8722
5042131	2028	8480
5050709	2019	8891
5059701	2029	8467
5068268	2031	8667
5077032	2020	8791
5085924	2031	8569
5094589	2018	8321
5103010	2033	9204
5112315	2031	8566
5120983	2032	9020
5130106	2028	8032
5138241	2029	9848
5148188	2018	8687
5797226	2018	8723
5806052	2028	9032
5815184	2032	9036
5824323	2029	9482
5833901	2020	8642
5842643	2031	8518
5851262	2031	8552
5859913	2032	8637
5868651	2030	8535
5877289	2028	8782
5886174	2029	10765
5897036	2020	7957
5905093	2032	8404
5913600	2027	11581
5925281	2033	8571
5933950	2033	10605
6492210	2035	8590
6500905	2026	8397
6509400	2033	8704
6518203	2033	8719
6527020	2018	8357
6535477	2030	8418
6543995	2031	8736
6552830	2032	8820
6561752	2030	8518
6570371	2030	9299
6579770	2033	8687
6588555	2034	8470
6597121	2021	9609
6606832	2029	8500
6615435	2029	8833
6624369	2031	8500
