280547	2033	8703
289349	2033	8503
297955	2030	9268
307325	2029	8398
315823	2034	8372
324295	2031	9002
333400	2028	8798
342294	2020	8458
350854	2029	8267
359223	2029	8834
368155	2033	8270
376526	2031	8635
385264	2029	9101
394467	2029	8533
403105	2027	8030
411234	2033	9204
930082	2034	8672
938855	2030	8300
947257	2030	8567
955925	2031	8269
964292	2033	8204
972595	2033	8937
981635	2029	9265
991000	2033	7837
998934	2035	9807
1008844	2027	8832
1017778	2029	8067
1025945	2031	8302
1034348	2031	8036
1042486	2028	8533
1051120	2030	8601
1059824	2029	8033
1646104	2033	8304
1654510	2029	8033
1662645	2030	8534
1671276	2035	8171
1679544	2019	8689
1688335	2031	8435
1696869	2032	8370
1705343	2027	8964
1714406	2034	8372
1722876	2033	8270
1731248	2030	8201
1739551	2029	8465
1748114	2019	7857
1756069	2033	8003
1764173	2031	8102
1772371	2019	8123
2327964	2034	8139
2336202	2032	8069
2344374	2029	8400
2352873	2033	8437
2361408	2033	8237
2369743	2034	8238
2378083	2030	8067
2386252	2030	8101
2394451	2033	8171
2402725	2028	7932
2410758	2031	7935
2418793	2031	7769
2426659	2034	8372
2435130	2032	7803
2443037	2028	8132
2451268	2032	7868
289030	2019	9056
298186	2032	8437
306721	2033	8569
315391	2032	7969
323462	2030	8135
331696	2032	8469
340268	2029	8200
348568	2031	8567
357235	2034	8305
365640	2031	8268
374010	2030	8167
382277	2032	8603
390981	2031	8569
399652	2029	8800
408555	2028	9131
417785	2034	8238
1099925	2022	8562
1108590	2027	8498
1117186	2033	8204
1125490	2031	8202
1133795	2029	8317
1142211	2032	8736
1151044	2035	8605
1159752	2029	8067
1167922	2028	8433
1176459	2027	8096
1184654	2018	8387
1193137	2020	8058
1201297	2029	7867
1209266	2029	8600
1217969	2029	9067
1227137	2030	7934
1859298	2033	8538
1867940	2027	8365
1876411	2025	8628
1885135	2020	8425
1893664	2027	8432
1902195	2032	8236
1910534	2028	8298
1918929	2019	8290
1927322	2029	8933
1936354	2032	8502
1944950	2022	8060
1953112	2029	8333
1961545	2032	8270
1969913	2033	8937
1978951	2031	8869
1987923	2028	8232
2647405	2018	8423
2655930	2029	7966
2663999	2029	9100
2673198	2032	8770
2682072	2028	8099
2690277	2025	8763
2699143	2028	8932
2708179	2028	8399
2716679	2031	8434
2725217	2028	8599
2733917	2031	8035
2742056	2027	7965
2750126	2026	8131
2758361	2027	8063
2766530	2027	8096
2774726	2033	8169
