56337	3077	6117
62553	3080	6119
68773	3078	6118
74992	3077	6117
81212	3075	6115
87428	3078	6116
93643	3081	6121
99867	3075	6115
106081	3079	6118
112304	3075	6116
118523	3074	6114
124736	3079	6119
130960	3074	6112
137173	3079	6119
143393	3077	6117
149609	3079	6119
717290	3078	6119
723509	3078	6118
729726	3079	6117
735949	3074	6116
742178	3080	6120
748400	3076	6115
754617	3078	6118
760837	3076	6116
767054	3077	6116
773273	3076	6117
779489	3079	6119
785707	3079	6119
791928	3076	6115
798146	3077	6116
804363	3078	6118
810579	3080	6120
1373920	3068	6108
1380130	3076	6116
1386347	3077	6118
1392565	3078	6118
1398782	3079	6118
1405003	3076	6115
1411217	3080	6121
1417438	3078	6118
1423654	3080	6120
1429874	3078	6120
1436091	3080	6120
1442313	3076	6116
1448528	3079	6118
1454745	3080	6121
1460967	3077	6117
1467184	3078	6117
1990653	3077	6117
1996874	3075	6115
2003090	3077	6116
2009310	3075	6115
2015528	3075	6115
2021746	3076	6116
2027962	3078	6117
2034180	3078	6118
2040399	3078	6117
2046613	3082	6121
2052836	3077	6117
2059057	3074	6115
2065274	3076	6116
2071495	3073	6112
2077707	3079	6119
2083930	3074	6115
53851	3081	6121
60169	3082	6121
70703	3084	6124
76930	3076	6116
83143	3081	6121
89362	3081	6119
95580	3081	6121
101804	3076	6116
108018	3080	6120
114236	3081	6121
120459	3076	6116
126674	3080	6120
132895	3077	6116
139113	3078	6118
145332	3077	6117
151551	3077	6117
672917	3080	6120
679134	3081	6120
685358	3076	6117
691576	3076	6116
697791	3080	6120
704012	3077	6116
710230	3078	6118
716450	3076	6116
722668	3077	6117
728884	3079	6119
735106	3076	6116
741326	3074	6114
747542	3077	6115
753760	3077	6117
759976	3080	6120
766191	3083	6123
1296566	3080	6119
1302788	3077	6117
1309009	3074	6114
1315225	3077	6117
1321441	3079	6118
1327660	3079	6119
1333883	3074	6114
1340096	3080	6118
1346316	3078	6118
1352536	3077	6117
1358755	3076	6116
1364973	3077	6118
1371193	3075	6115
1377408	3079	6118
1383628	3077	6116
1389846	3078	6118
1960178	3079	6119
1966401	3075	6115
1972618	3076	6115
1978837	3076	6116
1985054	3077	6117
1991275	3075	6113
1997491	3077	6117
2003712	3075	6115
2009928	3077	6117
2016148	3076	6114
2022362	3080	6120
2028583	3078	6118
2034805	3074	6114
2041021	3077	6118
2047242	3074	6114
2053455	3080	6119
