538803	2034	7771
546675	2031	8302
555079	2029	8050
563230	2031	7668
571002	2028	8265
579368	2031	7933
587403	2031	8100
595600	2020	7756
603453	2019	7856
611410	2031	7750
619261	2032	7803
627165	2031	7685
634950	2031	7769
642822	2028	7883
650807	2029	7816
658722	2033	7736
1190923	2034	8038
1199064	2028	7766
1206930	2031	9152
1216182	2032	7802
1224086	2030	7751
1231938	2031	7751
1239788	2033	7903
1247793	2030	7851
1255746	2029	7782
1263633	2028	7930
1271664	2033	8235
1279998	2034	7938
1288040	2028	8233
1296371	2033	7903
1304376	2030	9301
1313777	2032	7969
1882325	2029	8168
1890590	2033	7771
1898458	2034	7738
1906299	2029	7750
1914147	2033	7838
1922088	2028	7715
1929906	2029	7982
1937990	2030	8101
1946195	2028	7799
1954095	2030	8151
1962347	2030	8134
1970582	2031	7768
1978450	2032	7703
1986256	2028	7999
1994357	2029	7700
2002159	2030	7967
2629215	2020	7758
2637074	2029	7667
2644841	2031	7802
2652747	2028	7715
2660564	2029	7801
2668466	2030	7700
2676269	2029	7933
2684302	2032	7802
2692206	2030	7768
2700078	2027	7731
2707908	2032	7870
2715879	2030	7767
2723747	2031	7719
2731567	2030	7766
2739429	2020	7623
2747150	2035	8106
526551	2033	8019
534670	2033	7652
542423	2032	7818
550343	2031	7666
558113	2030	7834
566049	2029	9567
575714	2034	8104
583918	2032	8236
592257	2029	8017
600377	2028	7880
608357	2033	8453
616911	2032	8403
625416	2029	8117
633632	2032	7870
641604	2029	7750
649455	2030	7868
1334963	2035	7740
1342808	2026	7778
1350683	2019	7772
1358552	2019	7955
1366609	2031	7718
1374426	2033	7702
1382231	2030	7684
1390019	2028	8082
1398203	2030	7701
1406007	2028	8065
1414170	2034	7671
1421944	2029	7716
1429765	2027	7865
1437732	2029	7733
1445563	2033	7937
1453602	2030	7984
2106171	2031	7652
2113926	2028	7966
2121995	2028	7698
2129795	2030	7734
2137632	2029	7915
2145650	2030	7849
2153598	2034	7736
2161434	2033	7669
2169206	2030	8069
2177376	2029	7682
2185159	2032	7869
2193133	2027	7731
2200967	2028	7717
2208786	2028	7682
2216566	2034	8005
2224672	2030	7751
2885142	2032	7704
2892947	2030	7700
2900746	2033	7635
2908482	2032	7701
2916280	2020	8857
2925236	2033	7637
2932974	2031	7734
2940809	2031	7685
2948592	2034	8220
2956915	2030	7684
2964700	2030	7683
2972482	2034	7653
2980233	2018	7773
2988103	2034	7771
2995978	2028	7615
3003698	2027	7698
