335	371	901	334	5.672081e+02	0	0	1	60	645	834	891	334	5.572298e+02	5.572298e+02	5.572298e+02	63	5	1	5	15	1	2	4.652859e-01	3	2	2.630108e+00	
1463	812	1172	287	6.002549e+02	1.350153e+03	1	1	-60	863	802	1172	287	6.002549e+02	6.002549e+02	6.002549e+02	80	5	2	8	13	2	3	8.657628e-01	1	3	7.292247e-01	
1654	800	950	726	7.078785e+02	1.520854e+03	1	1	60	1421	249	1060	726	5.985917e+02	5.985917e+02	5.985917e+02	13	5	2	6	14	3	3	5.803885e-01	1	2	5.377882e-01	
1094	606	1598	531	5.095498e+02	0	0	1	-60	1216	245	1468	531	3.814459e+02	3.814459e+02	3.814459e+02	19	5	1	10	4	4	2	2.612363e-01	1	1	7.545537e-01	
1431	263	1372	828	5.680722e+02	1.323408e+03	1	1	60	912	494	1372	828	5.680722e+02	5.680722e+02	5.680722e+02	106	5	2	16	1	5	-1	5	3	1	5.452263e-01	
1020	392	1210	603	2.839384e+02	8.995021e+02	1	1	60	932	662	1210	603	2.839384e+02	2.839384e+02	2.839384e+02	61	5	2	9	16	6	3	5.477028e-01	3	2	7.374340e-01	
1122	493	618	818	5.997008e+02	0	0	1	60	604	245	648	818	5.747182e+02	5.747182e+02	5.747182e+02	67	5	1	15	5	7	1	3.193427e-01	2	2	6.735697e-01	
783	765	374	600	4.410283e+02	1.039343e+03	1	1	60	721	328	374	600	4.410283e+02	4.410283e+02	4.410283e+02	66	5	2	13	8	8	1	7.421131e-01	3	1	5.722633e-01	
500	482	620	788	3.286883e+02	0	0	1	-60	825	531	620	788	3.286883e+02	3.286883e+02	3.286883e+02	89	5	1	3	10	9	2	1.035344e+00	1	1	7.955875e-01	
1263	502	1528	402	2.832402e+02	0	0	1	60	1482	681	1528	402	2.832402e+02	2.832402e+02	2.832402e+02	111	5	1	7	11	10	3	4.463656e-01	3	2	7.136348e-01	
313	520	1017	452	7.072765e+02	0	0	1	60	574	836	717	452	4.096828e+02	4.096828e+02	4.096828e+02	77	5	1	11	9	11	1	7.649658e-01	3	2	7.867439e-01	
817	353	434	434	3.914716e+02	9.909278e+02	1	1	-60	696	725	434	434	3.914716e+02	3.914716e+02	3.914716e+02	96	5	2	14	3	12	1	7.182726e-01	3	1	6.089694e-01	
1102	393	1299	787	4.405054e+02	0	0	1	60	859	761	1299	787	4.405054e+02	4.405054e+02	4.405054e+02	76	5	1	2	6	13	2	4.644146e-01	2	1	6.300331e-01	
1423	587	930	719	5.103656e+02	1.232841e+03	1	1	60	1072	243	950	719	4.910733e+02	4.910733e+02	4.910733e+02	103	5	2	1	2	14	1	5.003337e-03	3	1	6.038719e-01	
1134	490	1456	421	3.293099e+02	9.600708e+02	1	1	60	1355	734	1456	421	3.293099e+02	3.293099e+02	3.293099e+02	73	5	2	4	7	15	1	4.424598e-01	2	3	6.090881e-01	
1651	787	1309	598	3.907493e+02	0	0	1	60	1644	396	1309	598	3.907493e+02	3.907493e+02	3.907493e+02	104	5	1	12	12	16	1	7.058071e-01	1	2	4.459347e-01	
1617	503	1016	248	6.528599e+02	1.417638e+03	1	2	-60	1131	835	1086	248	5.890552e+02	5.890552e+02	5.890552e+02	7	4	2	25	32	17	2	4.075053e-01	3	1	6.109241e-01	
