5.208972e+03	9.273614e+01	3.498784e+02	6.164499e+02	8.831675e+02	1.149976e+03	3.167175e+03	6.192151e+03	
1.141256e+04	7.714073e+01	3.476877e+02	6.142801e+02	8.812582e+02	1.147738e+03	3.165001e+03	6.188092e+03	
1.761179e+04	7.920155e+01	3.342214e+02	6.002068e+02	8.670126e+02	1.133506e+03	3.151222e+03	6.174115e+03	
2.379673e+04	7.934099e+01	3.342402e+02	6.003905e+02	8.669358e+02	1.133871e+03	3.151196e+03	6.172683e+03	
2.998196e+04	7.979010e+01	3.345796e+02	5.999609e+02	8.668714e+02	1.133790e+03	3.151029e+03	6.173999e+03	
3.616694e+04	8.054145e+01	3.352000e+02	6.003643e+02	8.671163e+02	1.133789e+03	3.151095e+03	6.175457e+03	
4.235197e+04	7.920155e+01	3.341906e+02	6.002978e+02	8.669776e+02	1.133856e+03	3.151121e+03	6.173956e+03	
4.853725e+04	7.730495e+01	3.331650e+02	6.001414e+02	8.668473e+02	1.133641e+03	3.150756e+03	6.175184e+03	
5.472222e+04	8.116858e+01	3.361746e+02	6.002613e+02	8.668392e+02	1.133825e+03	3.151182e+03	6.172495e+03	
6.090740e+04	7.778768e+01	3.332687e+02	6.002040e+02	8.667277e+02	1.133476e+03	3.150749e+03	6.173505e+03	
6.709244e+04	7.905078e+01	3.341832e+02	6.000253e+02	8.668548e+02	1.133427e+03	3.151011e+03	6.174776e+03	
7.327740e+04	7.880199e+01	3.502224e+02	6.169956e+02	8.837108e+02	1.150409e+03	3.167740e+03	6.192739e+03	
7.947912e+04	7.909219e+01	3.341747e+02	6.003951e+02	8.668979e+02	1.133706e+03	3.151102e+03	6.172578e+03	
8.566437e+04	7.714781e+01	3.332850e+02	6.000713e+02	8.669542e+02	1.133773e+03	3.150793e+03	6.173643e+03	
9.184924e+04	7.675957e+01	3.334633e+02	6.004574e+02	8.670076e+02	1.133930e+03	3.151006e+03	6.172468e+03	
9.803426e+04	7.808355e+01	3.334403e+02	6.004068e+02	8.673343e+02	1.133805e+03	3.151046e+03	6.174053e+03	
5.206522e+03	7.993344e+01	3.376299e+02	6.044265e+02	8.711098e+02	1.138007e+03	3.155170e+03	6.178434e+03	
1.139572e+04	7.675603e+01	3.335766e+02	6.003119e+02	8.670788e+02	1.133882e+03	3.151056e+03	6.173972e+03	
1.758096e+04	7.885790e+01	3.340629e+02	6.002723e+02	8.669025e+02	1.133575e+03	3.150966e+03	6.172249e+03	
2.376606e+04	8.046749e+01	3.354597e+02	5.999867e+02	8.667712e+02	1.133633e+03	3.150807e+03	6.173736e+03	
2.995108e+04	7.562033e+01	3.334899e+02	6.002008e+02	8.669057e+02	1.133747e+03	3.150864e+03	6.173732e+03	
3.613615e+04	7.509159e+01	3.334191e+02	6.004496e+02	8.669800e+02	1.133674e+03	3.151034e+03	6.172343e+03	
4.232123e+04	7.422310e+01	3.335023e+02	6.001272e+02	8.668771e+02	1.133788e+03	3.151070e+03	6.174114e+03	
4.850624e+04	7.748155e+01	3.334644e+02	6.003141e+02	8.668866e+02	1.133888e+03	3.150989e+03	6.172268e+03	
5.469146e+04	7.938983e+01	3.342087e+02	6.001268e+02	8.668572e+02	1.133715e+03	3.150809e+03	6.173744e+03	
6.087649e+04	7.929923e+01	3.342306e+02	6.001987e+02	8.668679e+02	1.133710e+03	3.150846e+03	6.173612e+03	
6.706139e+04	7.782059e+01	3.334350e+02	6.004135e+02	8.670547e+02	1.133779e+03	3.151079e+03	6.172553e+03	
7.324667e+04	7.312598e+01	3.334531e+02	6.001346e+02	8.669645e+02	1.133650e+03	3.150784e+03	6.173979e+03	
7.943169e+04	7.620110e+01	3.334623e+02	6.002769e+02	8.668406e+02	1.133687e+03	3.150811e+03	6.172215e+03	
8.561678e+04	7.535809e+01	3.334977e+02	6.001378e+02	8.669984e+02	1.133752e+03	3.150906e+03	6.174723e+03	
9.180171e+04	7.827395e+01	3.335716e+02	6.003417e+02	8.670547e+02	1.133793e+03	3.151107e+03	6.174030e+03	
9.798687e+04	7.870962e+01	3.334294e+02	6.003243e+02	8.669928e+02	1.133588e+03	3.151077e+03	6.172504e+03	
5.205960e+03	7.203629e+01	3.293300e+02	5.958643e+02	8.628492e+02	1.129438e+03	3.146948e+03	6.168484e+03	
1.138668e+04	1.109137e+02	3.669284e+02	6.337154e+02	9.003007e+02	1.167253e+03	3.184321e+03	6.205769e+03	
1.760521e+04	8.093819e+01	3.359085e+02	6.002128e+02	8.670809e+02	1.133713e+03	3.151090e+03	6.174023e+03	
2.379022e+04	7.818441e+01	3.335706e+02	6.002875e+02	8.670675e+02	1.133964e+03	3.151027e+03	6.173954e+03	
2.997541e+04	7.335106e+01	3.334998e+02	5.999740e+02	8.669539e+02	1.133537e+03	3.150927e+03	6.173759e+03	
3.616048e+04	7.542144e+01	3.335062e+02	6.001838e+02	8.668385e+02	1.133799e+03	3.151065e+03	6.174031e+03	
4.234538e+04	7.822016e+01	3.334570e+02	6.005197e+02	8.669924e+02	1.133965e+03	3.150972e+03	6.172281e+03	
4.853064e+04	8.173449e+01	3.500709e+02	6.169323e+02	8.835020e+02	1.150138e+03	3.167492e+03	6.189364e+03	
5.473240e+04	7.413745e+01	3.334205e+02	6.002189e+02	8.669231e+02	1.133764e+03	3.150905e+03	6.174566e+03	
6.091754e+04	7.777989e+01	3.332974e+02	6.001944e+02	8.667712e+02	1.133684e+03	3.150851e+03	6.173800e+03	
6.710251e+04	7.755162e+01	3.334906e+02	6.002302e+02	8.670165e+02	1.133793e+03	3.151075e+03	6.174185e+03	
7.328755e+04	7.571023e+01	3.335596e+02	6.002249e+02	8.671276e+02	1.133788e+03	3.151147e+03	6.173958e+03	
7.947271e+04	7.484173e+01	3.334541e+02	6.002748e+02	8.670462e+02	1.133635e+03	3.150990e+03	6.175362e+03	
8.565758e+04	7.648918e+01	3.335274e+02	6.004521e+02	8.670512e+02	1.133968e+03	3.151132e+03	6.172517e+03	
9.184285e+04	7.923553e+01	3.343315e+02	6.001286e+02	8.669917e+02	1.133766e+03	3.150855e+03	6.174434e+03	
9.802777e+04	7.628356e+01	3.335975e+02	6.003318e+02	8.671892e+02	1.133837e+03	3.151186e+03	6.174168e+03	
5.210707e+03	8.128006e+01	3.393064e+02	6.062141e+02	8.728457e+02	1.139616e+03	3.156860e+03	6.181279e+03	
1.140159e+04	8.044165e+01	3.353982e+02	6.004185e+02	8.670611e+02	1.133803e+03	3.151072e+03	6.172695e+03	
1.758665e+04	7.807753e+01	3.336948e+02	6.001636e+02	8.672122e+02	1.133923e+03	3.151027e+03	6.173882e+03	
2.377189e+04	7.885047e+01	3.338463e+02	6.002196e+02	8.668378e+02	1.133618e+03	3.150818e+03	6.173716e+03	
2.995688e+04	7.793349e+01	3.335564e+02	6.002334e+02	8.670161e+02	1.133625e+03	3.151101e+03	6.173937e+03	
3.614218e+04	7.667463e+01	3.332206e+02	6.000670e+02	8.668679e+02	1.133560e+03	3.150764e+03	6.173629e+03	
4.232714e+04	7.994795e+01	3.349253e+02	6.001467e+02	8.669199e+02	1.133676e+03	3.150910e+03	6.173665e+03	
4.851227e+04	7.408507e+01	3.333989e+02	5.999902e+02	8.669620e+02	1.133623e+03	3.150952e+03	6.173840e+03	
5.469719e+04	7.727734e+01	3.335377e+02	6.003194e+02	8.669892e+02	1.133815e+03	3.150910e+03	6.172107e+03	
6.088242e+04	8.071522e+01	3.355804e+02	6.001491e+02	8.669457e+02	1.133539e+03	3.150892e+03	6.173743e+03	
