508712	2019	7856
516690	2026	8262
525056	2029	7916
533073	2031	7934
541111	2028	7900
549108	2034	8571
557783	2027	7881
565763	2033	7769
573634	2031	8618
582356	2027	8263
590718	2034	7836
598652	2019	7754
606507	2033	9269
615878	2031	8251
624231	2030	8400
632735	2028	7897
1163383	2034	7837
1171318	2034	7721
1179140	2031	7701
1186942	2031	7768
1194809	2033	7820
1202732	2028	7782
1210615	2031	7749
1218467	2031	7933
1226497	2019	7856
1234452	2033	8419
1242966	2021	7842
1250907	2032	7936
1258946	2029	7750
1266795	2032	7736
1274633	2029	7798
1282532	2032	8101
1806329	2020	9992
1816422	2030	7782
1824305	2032	7785
1832191	2032	7901
1840189	2019	7705
1847996	2031	9518
1857617	2029	8350
1866066	2032	7736
1873906	2028	7882
1881890	2029	7733
1889722	2032	7753
1897579	2027	8398
1906074	2035	8689
1914863	2031	8085
1923052	2028	7765
1930914	2034	7721
2429944	2033	7819
2437863	2033	7970
2445933	2032	7769
2453799	2034	8155
2462051	2034	7756
2469907	2030	8468
2478477	2029	7832
2486413	2029	7798
2494310	2034	7820
2502231	2031	7717
2510046	2018	7689
2517834	2032	7737
2525674	2028	7816
2533592	2029	7733
2541426	2030	7751
2549280	2028	11650
498679	2034	8006
506785	2030	7850
514737	2030	7851
522689	2031	8218
531007	2032	7703
538814	2027	7648
546558	2019	8006
554665	2031	7784
562550	2031	10103
572756	2028	7716
580570	2033	7804
588474	2031	7719
596297	2027	8616
605017	2027	7747
612865	2031	7718
620692	2023	7794
1125994	2019	7940
1134036	2029	8265
1142403	2031	8336
1150837	2033	7804
1158741	2031	8320
1167162	2030	8167
1175431	2030	7767
1183297	2033	8420
1191815	2034	7737
1199653	2031	7734
1207489	2031	7835
1215425	2031	8335
1223862	2030	7766
1231731	2030	7915
1239750	2030	8049
1247902	2030	7766
1743477	2033	7820
1751399	2030	8035
1759532	2033	10503
1770132	2020	8207
1778441	2030	7801
1786342	2031	7752
1794197	2028	7832
1802128	2033	8421
1810649	2031	7802
1818552	2030	7901
1826551	2034	10906
1837557	2031	7783
1845442	2032	7770
1853312	2031	7901
1861311	2034	7821
1869235	2029	7816
2395130	2021	7726
2402959	2028	7715
2410773	2033	7770
2418644	2031	7785
2426528	2032	7704
2434329	2034	7738
2442170	2028	7783
2450056	2028	7782
2457939	2031	7717
2465754	2035	8037
2473892	2032	7701
2481694	2033	7935
2489730	2032	7986
2497817	2031	7717
2505631	2019	7972
2513697	2022	7925
