116104	3079	6119
122326	3076	6116
128545	3075	6115
134764	3075	6114
140977	3080	6120
147199	3077	6117
153416	3078	6118
159635	3078	6118
165853	3078	6118
172071	3079	6119
178290	3078	6118
184510	3077	6117
190723	3082	6121
196943	3080	6121
203164	3078	6117
209383	3077	6117
856017	3080	6121
862236	3080	6121
868452	3082	6123
874673	3080	6120
880896	3075	6115
887108	3082	6122
893335	3073	6112
899550	3077	6115
905769	3076	6118
911989	3075	6115
918205	3077	6117
924424	3077	6115
930637	3082	6122
936860	3078	6116
943077	3079	6118
949294	3080	6122
2032341	3080	6119
2038563	3077	6116
2044779	3079	6119
2050996	3081	6119
2057218	3077	6117
2063434	3079	6120
2069654	3078	6118
2075870	3080	6121
2082094	3075	6115
2088312	3075	6115
2094527	3079	6119
2100748	3076	6117
2106963	3080	6120
2113185	3076	6116
2119403	3077	6116
2125620	3078	6120
2691366	3079	6119
2697586	3078	6118
2703801	3081	6120
2710026	3075	6113
2716240	3079	6119
2722456	3081	6120
2728672	3084	6124
2734894	3080	6121
2741119	3074	6114
2747334	3077	6116
2753551	3079	6117
2759766	3082	6123
2765991	3076	6116
2772204	3081	6122
2778426	3078	6118
2784640	3082	6122
3493847	3080	6121
3500069	3077	6117
3506305	3076	6116
3512524	3075	6114
3518739	3079	6119
3524960	3076	6116
3531178	3077	6117
3537396	3077	6116
3543615	3077	6117
3549828	3082	6122
3556050	3079	6117
3562270	3077	6117
3568486	3080	6120
3574706	3078	6117
3580922	3081	6119
3587142	3079	6119
4549399	3084	6124
4555623	3078	6118
4561845	3075	6115
4568063	3075	6115
4574280	3077	6115
4580492	3083	6123
4586715	3079	6119
4592934	3078	6117
4599149	3081	6120
4605370	3079	6119
4611590	3077	6116
4617805	3081	6119
4624022	3082	6122
4630249	3074	6114
4636461	3080	6119
4642678	3082	6120
5229181	3082	6122
5235401	3080	6119
5241619	3081	6119
5247843	3075	6116
5254060	3077	6117
5260279	3076	6115
5266496	3078	6116
5272710	3082	6122
5278934	3076	6116
5285153	3076	6115
5291368	3079	6119
5297591	3075	6115
5303805	3079	6118
5310026	3077	6115
5316242	3079	6119
5322461	3079	6119
6045518	3081	6120
6051740	3077	6117
6057960	3076	6116
6064177	3077	6118
6070395	3078	6116
6076608	3083	6123
6082833	3077	6115
6089049	3079	6119
6095267	3080	6121
6101472	3076	6116
6107687	3080	6120
6113911	3074	6113
6120127	3077	6115
6126341	3081	6121
6132564	3077	6117
6138783	3076	6115
