1215	785	569	672	6.558087e+02	0	0	4	60	1035	247	659	672	5.673667e+02	5.673667e+02	5.673667e+02	43	3	1	52	51	57	
281	609	934	406	6.838260e+02	0	0	4	60	648	839	664	406	4.334720e+02	4.334720e+02	4.334720e+02	96	3	1	62	52	52	
1038	671	845	497	2.598557e+02	9.069537e+02	1	4	-60	791	751	845	497	2.598557e+02	2.598557e+02	2.598557e+02	85	3	2	49	56	51	
884	285	1047	545	3.068697e+02	9.703819e+02	1	4	60	740	556	1047	545	3.068697e+02	3.068697e+02	3.068697e+02	7	3	2	58	63	49	
787	826	1194	747	4.145962e+02	1.068103e+03	1	4	-60	922	434	1194	747	4.145962e+02	4.145962e+02	4.145962e+02	16	3	2	60	58	53	
1262	336	1222	794	4.597434e+02	1.139517e+03	1	4	-60	1639	600	1222	794	4.597434e+02	4.597434e+02	4.597434e+02	104	3	2	64	55	60	
1342	290	858	367	4.900867e+02	1.231627e+03	1	4	-60	1167	748	858	367	4.900867e+02	4.900867e+02	4.900867e+02	106	3	2	51	49	58	
401	347	941	356	5.400750e+02	1.370726e+03	1	4	60	663	819	941	356	5.400750e+02	5.400750e+02	5.400750e+02	49	3	2	56	57	64	
1550	797	1005	430	6.570495e+02	1.423499e+03	1	4	60	1655	245	1125	430	5.615283e+02	5.615283e+02	5.615283e+02	74	3	2	63	53	55	
1565	827	882	779	6.846846e+02	1.449205e+03	1	4	60	1285	246	922	779	6.447891e+02	6.447891e+02	6.447891e+02	30	3	2	50	59	56	
420	461	690	485	2.710646e+02	0	0	5	60	534	707	690	485	2.710646e+02	2.710646e+02	2.710646e+02	36	5	1	65	72	66	
252	804	501	652	2.917276e+02	0	0	5	-60	245	512	501	652	2.917276e+02	2.917276e+02	2.917276e+02	55	5	1	73	65	75	
388	462	679	748	4.080159e+02	0	0	5	-60	781	353	679	748	4.080159e+02	4.080159e+02	4.080159e+02	33	5	1	80	67	79	
329	380	785	339	4.578395e+02	0	0	5	60	593	754	785	339	4.578395e+02	4.578395e+02	4.578395e+02	27	5	1	68	75	77	
1029	463	1519	449	4.902000e+02	0	0	5	60	1261	837	1469	449	4.402227e+02	4.402227e+02	4.402227e+02	118	5	1	69	80	65	
845	811	863	296	5.153145e+02	0	0	5	-60	408	538	863	296	5.153145e+02	5.153145e+02	5.153145e+02	58	5	1	67	70	80	
1393	268	1521	810	5.569093e+02	0	0	5	60	988	650	1521	810	5.569093e+02	5.569093e+02	5.569093e+02	9	5	1	79	79	72	
1277	608	601	501	6.844158e+02	0	0	5	60	1192	246	921	501	3.717324e+02	3.717324e+02	3.717324e+02	126	5	1	77	73	70	
797	624	993	435	2.722811e+02	9.628837e+02	1	5	60	1059	699	993	435	2.722811e+02	2.722811e+02	2.722811e+02	82	5	2	78	76	69	
1079	719	1193	450	2.921592e+02	9.661066e+02	1	5	60	1369	683	1193	450	2.921592e+02	2.921592e+02	2.921592e+02	124	5	2	75	66	76	
729	423	902	794	4.093531e+02	1.038407e+03	1	5	60	494	758	902	794	4.093531e+02	4.093531e+02	4.093531e+02	56	5	2	76	69	68	
683	298	588	747	4.589401e+02	1.134801e+03	1	5	-60	1024	605	588	747	4.589401e+02	4.589401e+02	4.589401e+02	48	5	2	70	71	67	
1413	394	931	300	4.910804e+02	1.254928e+03	1	5	-60	1091	764	931	300	4.910804e+02	4.910804e+02	4.910804e+02	66	5	2	71	77	74	
1460	284	1283	769	5.162887e+02	1.340722e+03	1	5	60	951	373	1283	769	5.162887e+02	5.162887e+02	5.162887e+02	13	5	2	72	78	78	
1578	440	1047	612	5.581622e+02	1.396511e+03	1	5	-60	1546	839	1217	612	3.998812e+02	3.998812e+02	3.998812e+02	22	5	2	74	68	73	
1623	677	961	500	6.852540e+02	1.450399e+03	1	5	60	1575	240	1221	500	4.392414e+02	4.392414e+02	4.392414e+02	71	5	2	66	74	71	
910	468	1173	476	2.631216e+02	0	0	6	60	1035	700	1173	476	2.631216e+02	2.631216e+02	2.631216e+02	86	2	1	82	81	89	
1444	382	1371	695	3.214001e+02	0	0	6	-60	1679	602	1371	695	3.214001e+02	3.214001e+02	3.214001e+02	120	2	1	87	88	94	
658	443	452	803	4.147722e+02	0	0	6	-60	867	801	452	803	4.147722e+02	4.147722e+02	4.147722e+02	2	2	1	85	92	84	
1004	577	1462	682	4.698819e+02	0	0	6	-60	1319	242	1452	682	4.601402e+02	4.601402e+02	4.601402e+02	128	2	1	88	94	95	
1037	723	1475	494	4.942520e+02	0	0	6	-60	1048	247	1455	494	4.766183e+02	4.766183e+02	4.766183e+02	28	2	1	96	95	82	
1116	246	1669	309	5.565770e+02	0	0	6	60	1338	756	1669	309	5.565770e+02	5.565770e+02	5.565770e+02	47	2	1	91	87	92	
532	551	1179	421	6.599311e+02	0	0	6	60	848	838	939	421	4.272575e+02	4.272575e+02	4.272575e+02	14	2	1	90	84	85	
297	268	1008	348	7.154865e+02	0	0	6	60	533	837	908	348	6.162151e+02	6.162151e+02	6.162151e+02	50	2	1	92	86	83	
937	790	729	627	2.642593e+02	9.244182e+02	1	6	60	974	528	729	627	2.642593e+02	2.642593e+02	2.642593e+02	122	2	2	83	91	86	
1153	586	835	636	3.219068e+02	9.763631e+02	1	6	60	951	336	835	636	3.219068e+02	3.219068e+02	3.219068e+02	105	2	2	86	83	96	
1254	465	1668	501	4.155623e+02	1.081120e+03	1	6	60	1425	833	1658	501	4.056008e+02	4.056008e+02	4.056008e+02	113	2	2	93	96	81	
580	677	1003	471	4.704944e+02	1.183625e+03	1	6	-60	593	242	963	471	4.348850e+02	4.348850e+02	4.348850e+02	78	2	2	95	82	93	
506	294	880	619	4.954806e+02	1.294756e+03	1	6	60	412	780	880	619	4.954806e+02	4.954806e+02	4.954806e+02	101	2	2	84	90	91	
404	796	666	304	5.574119e+02	1.391874e+03	1	6	60	961	777	666	304	5.574119e+02	5.574119e+02	5.574119e+02	3	2	2	94	93	88	
1609	398	1037	728	6.603666e+02	1.438584e+03	1	6	60	1137	241	1237	728	4.972766e+02	4.972766e+02	4.972766e+02	44	2	2	81	89	90	
1674	440	958	465	7.164363e+02	1.488743e+03	1	6	-60	1473	839	1228	465	4.467001e+02	4.467001e+02	4.467001e+02	97	2	2	89	85	87	
1066	500	1153	743	2.581046e+02	0	0	7	-60	1320	546	1153	743	2.581046e+02	2.581046e+02	2.581046e+02	117	1	1	103	111	100	
1231	705	902	686	3.295482e+02	0	0	7	60	1083	411	902	686	3.295482e+02	3.295482e+02	3.295482e+02	45	1	1	109	97	107	
1285	396	1596	693	4.300349e+02	0	0	7	60	1183	814	1596	693	4.300349e+02	4.300349e+02	4.300349e+02	12	1	1	112	105	97	
886	834	1346	816	4.603520e+02	0	0	7	-60	1100	427	1346	816	4.603520e+02	4.603520e+02	4.603520e+02	32	1	1	98	98	112	
497	375	774	765	4.783607e+02	0	0	7	-60	973	330	774	765	4.783607e+02	4.783607e+02	4.783607e+02	42	1	1	107	104	111	
1082	574	1489	265	5.110088e+02	0	0	7	60	1553	772	1489	265	5.110088e+02	5.110088e+02	5.110088e+02	69	1	1	100	101	98	
883	476	1525	259	6.776821e+02	0	0	7	60	1342	837	1425	259	5.838262e+02	5.838262e+02	5.838262e+02	94	1	1	105	100	110	
377	328	859	833	6.981039e+02	0	0	7	60	247	833	749	693	5.211612e+02	5.211612e+02	5.211612e+02	60	1	1	106	109	106	
1091	527	1007	282	259	9.067359e+02	1	7	60	1261	332	1007	282	259	259	259	81	1	2	104	107	99	
766	648	1080	750	3.301515e+02	1.000930e+03	1	7	-60	1011	427	1080	750	3.301515e+02	3.301515e+02	3.301515e+02	83	1	2	110	110	101	
1280	567	850	537	4.310452e+02	1.090197e+03	1	7	60	1126	240	920	537	3.612478e+02	3.612478e+02	3.612478e+02	89	1	2	101	106	108	
623	719	1018	481	4.611605e+02	1.160470e+03	1	7	-60	614	258	1018	481	4.611605e+02	4.611605e+02	4.611605e+02	18	1	2	97	108	105	
531	452	975	272	4.790992e+02	1.212743e+03	1	7	60	909	747	975	272	4.790992e+02	4.790992e+02	4.790992e+02	112	1	2	108	102	109	
1489	687	1133	319	5.120156e+02	1.326578e+03	1	7	-60	992	811	1133	319	5.120156e+02	5.120156e+02	5.120156e+02	53	1	2	99	103	104	
317	378	955	610	6.788726e+02	1.439171e+03	1	7	60	315	839	715	610	4.606821e+02	4.606821e+02	4.606821e+02	100	1	2	102	99	103	
281	389	946	605	6.992003e+02	1.469899e+03	1	7	60	291	839	676	605	4.502011e+02	4.502011e+02	4.502011e+02	19	1	2	111	112	102	
1201	604	1189	348	2.562811e+02	0	0	8	60	1417	466	1189	348	2.562811e+02	2.562811e+02	2.562811e+02	88	7	1	115	116	119	
1494	372	1172	436	3.282986e+02	0	0	8	-60	1388	683	1172	436	3.282986e+02	3.282986e+02	3.282986e+02	110	7	1	114	124	116	
1297	247	974	554	4.456209e+02	0	0	8	-60	1401	680	974	554	4.456209e+02	4.456209e+02	4.456209e+02	6	7	1	119	128	127	
1576	824	1468	384	4.530607e+02	0	0	8	-60	1141	698	1468	384	4.530607e+02	4.530607e+02	4.530607e+02	92	7	1	116	122	121	
314	555	782	392	4.955734e+02	0	0	8	60	664	835	732	392	4.486569e+02	4.486569e+02	4.486569e+02	80	7	1	121	113	126	
909	482	410	686	5.390890e+02	0	0	8	60	538	247	520	686	4.392459e+02	4.392459e+02	4.392459e+02	26	7	1	120	126	115	
1656	316	1191	634	5.633374e+02	0	0	8	60	1373	242	1451	524	2.920428e+02	2.920428e+02	2.920428e+02	4	7	1	125	125	117	
1009	764	326	594	7.038388e+02	0	0	8	60	905	243	506	594	5.309510e+02	5.309510e+02	5.309510e+02	62	7	1	123	118	114	
879	622	650	739	2.571575e+02	8.874261e+02	1	8	60	663	482	650	739	2.571575e+02	2.571575e+02	2.571575e+02	107	7	2	127	117	128	
1070	309	1329	512	3.290745e+02	9.853228e+02	1	8	60	1024	635	1329	512	3.290745e+02	3.290745e+02	3.290745e+02	61	7	2	117	115	124	
746	839	471	487	4.466867e+02	1.109575e+03	1	8	60	913	425	471	487	4.466867e+02	4.466867e+02	4.466867e+02	125	7	2	118	119	123	
699	300	367	610	4.542290e+02	1.119804e+03	1	8	-60	801	743	367	610	4.542290e+02	4.542290e+02	4.542290e+02	8	7	2	124	120	122	
453	413	949	430	4.962912e+02	1.299176e+03	1	8	60	676	834	929	430	4.763035e+02	4.763035e+02	4.763035e+02	121	7	2	122	114	113	
1479	803	1125	395	5.401666e+02	1.360915e+03	1	8	60	1655	292	1125	395	5.401666e+02	5.401666e+02	5.401666e+02	93	7	2	126	127	125	
309	573	866	661	5.639087e+02	1.410861e+03	1	8	-60	599	247	736	661	4.359736e+02	4.359736e+02	4.359736e+02	5	7	2	128	123	118	
309	804	987	610	7.052092e+02	1.482477e+03	1	8	-60	410	241	847	610	5.719091e+02	5.719091e+02	5.719091e+02	70	7	2	113	121	120	
