2.400994e+02	1.047520e+03	2.060433e+03	7.095139e+03	
1.030551e+04	1.030650e+03	2.047634e+03	7.082376e+03	
1.843940e+04	1.017246e+03	2.032776e+03	7.067423e+03	
2.637186e+04	1.018883e+03	2.035801e+03	7.079045e+03	
3.452769e+04	1.015319e+03	2.032175e+03	7.074508e+03	
4.246112e+04	1.017540e+03	2.034441e+03	7.076507e+03	
5.059722e+04	1.017157e+03	2.033938e+03	7.074348e+03	
5.866395e+04	1.019191e+03	2.036253e+03	7.070875e+03	
6.663168e+04	1.020386e+03	2.037334e+03	7.074930e+03	
7.481723e+04	1.020403e+03	2.037447e+03	7.074984e+03	
8.292424e+04	1.017007e+03	2.032822e+03	7.070855e+03	
9.110769e+04	1.017904e+03	2.034930e+03	7.072016e+03	
9.911173e+04	1.017023e+03	2.033087e+03	7.068800e+03	
1.071280e+05	1.018821e+03	2.035860e+03	7.071572e+03	
1.151327e+05	1.016927e+03	2.033343e+03	7.069204e+03	
1.231345e+05	1.016995e+03	2.033766e+03	7.069500e+03	
2.142491e+02	1.047928e+03	2.060788e+03	7.099154e+03	
8.243371e+03	1.017266e+03	2.034084e+03	7.069940e+03	
1.607813e+04	1.017616e+03	2.034694e+03	7.070470e+03	
2.459304e+04	1.021858e+03	2.038944e+03	7.074388e+03	
3.269585e+04	1.021283e+03	2.038378e+03	7.073996e+03	
4.068197e+04	1.020752e+03	2.037981e+03	7.075381e+03	
4.862177e+04	1.016890e+03	2.033663e+03	7.071504e+03	
5.800377e+04	1.020572e+03	2.037565e+03	7.075259e+03	
6.595925e+04	1.017276e+03	2.034366e+03	7.071348e+03	
7.389326e+04	1.018876e+03	2.035853e+03	7.073408e+03	
8.194765e+04	1.017031e+03	2.033732e+03	7.072546e+03	
9.001381e+04	1.019575e+03	2.036547e+03	7.074520e+03	
9.808291e+04	1.019334e+03	2.036370e+03	7.077281e+03	
1.059220e+05	1.017157e+03	2.032832e+03	7.074223e+03	
1.140193e+05	1.020880e+03	2.037754e+03	7.079663e+03	
1.222775e+05	1.016261e+03	2.031855e+03	7.069629e+03	
1.875419e+02	1.016435e+03	2.036813e+03	7.087482e+03	
8.268569e+03	1.019730e+03	2.036490e+03	7.072227e+03	
1.618850e+04	1.018626e+03	2.035337e+03	7.071151e+03	
2.470836e+04	1.017901e+03	2.034785e+03	7.087174e+03	
3.279284e+04	1.019012e+03	2.035862e+03	7.073732e+03	
4.101416e+04	1.017312e+03	2.033621e+03	7.086366e+03	
4.918310e+04	1.016676e+03	2.033575e+03	7.156551e+03	
5.730083e+04	1.017925e+03	2.034656e+03	7.141619e+03	
6.538809e+04	1.017206e+03	2.033306e+03	7.086298e+03	
7.367423e+04	1.016625e+03	2.032835e+03	7.084974e+03	
8.184144e+04	1.017475e+03	2.034421e+03	7.072351e+03	
8.974397e+04	1.017276e+03	2.034160e+03	7.086439e+03	
9.796352e+04	1.033333e+03	2.050301e+03	7.102706e+03	
1.071305e+05	1.018829e+03	2.035840e+03	7.088458e+03	
