261316	2035	9405
270820	2033	8270
279192	2030	8233
287525	2032	8336
295962	2031	8168
304231	2031	8168
312498	2032	8201
320801	2032	8435
329336	2032	8203
337637	2033	8587
346328	2028	8130
354556	2019	8054
362714	2029	11967
374781	2032	9236
384117	2032	8569
392790	2028	8398
921274	2030	8568
929940	2033	8237
938279	2030	8766
947145	2033	8503
955744	2019	8190
964038	2027	7998
972138	2029	8433
980674	2029	7965
988738	2034	8005
996847	2027	10465
1007411	2032	8269
1015782	2030	8167
1024051	2030	8468
1032617	2033	8368
1041086	2033	8570
1049759	2028	8166
1576273	2034	8338
1584710	2032	8403
1593219	2025	7929
1601245	2018	8289
1609637	2028	11200
1620937	2031	8202
1629241	2029	8167
1637507	2032	8270
1645877	2031	8136
1654116	2027	8198
1662419	2027	7929
1670448	2033	8302
1678849	2034	8272
1687221	2031	8068
1695391	2030	8234
1703726	2030	8501
2190444	2021	8624
2199169	2032	8103
2207373	2030	8567
2216074	2031	8435
2224610	2031	8267
2232977	2033	8537
2241616	2029	8700
2250419	2028	8397
2258915	2035	8139
2267156	2029	8066
2275324	2030	9401
2284824	2032	8136
2293063	2029	8100
2301262	2032	8369
2309733	2030	8801
2318634	2031	8233
258376	2033	8902
267393	2018	8456
275954	2027	8296
284346	2020	8191
292642	2027	8432
301172	2033	8270
309544	2030	8267
317913	2030	7999
326010	2019	8155
334269	2029	8300
342669	2031	8402
351171	2032	8102
359374	2031	8336
367809	2032	8901
376810	2033	8138
385045	2034	8505
874005	2034	8638
882741	2034	8372
891215	2029	8233
899547	2033	8471
908121	2028	8100
916324	2027	8365
924793	2028	8165
933056	2034	9138
942297	2029	8601
950997	2031	8435
959534	2030	8234
967867	2033	8102
976070	2032	8104
984277	2028	8165
992544	2030	8234
1000884	2026	8363
1505307	2034	9189
1514597	2030	8467
1523163	2033	8037
1531300	2032	8769
1540171	2030	8468
1548741	2029	8834
1557676	2030	8499
1566272	2020	8491
1574869	2025	9064
1584032	2032	8268
1592397	2019	8257
1600756	2029	8067
1608926	2028	9000
1618027	2030	10500
1628627	2033	8437
1637164	2032	8036
2156628	2020	8792
2165516	2035	8272
2173892	2028	8064
2182058	2031	8268
2190428	2030	8268
2198798	2029	8500
2207398	2032	8536
2216035	2030	8401
2224536	2032	8270
2232905	2032	8703
2241711	2029	8331
2250141	2034	8139
2258380	2031	8270
2266751	2029	8500
2275354	2029	8167
2283619	2033	8336
